,iteration,P_i,C_j
174,1,25,1
175,1,26,1
176,1,27,1
177,1,28,1
178,1,29,1
179,1,30,1
180,1,31,1
181,1,32,1
182,1,33,1
183,1,34,1
184,1,35,1
185,1,36,1
186,1,37,1
187,1,38,1
188,1,39,1
189,1,40,1
190,1,41,1
191,1,42,1
192,1,43,1
193,1,44,1
194,1,45,1
195,1,46,1
196,1,47,1
197,1,48,1
198,1,49,1
199,1,50,1
200,1,51,3
201,1,52,2
202,1,53,3
203,1,54,1
204,1,55,3
205,1,56,2
206,1,57,2
207,1,58,1
208,1,59,3
209,1,60,1
210,1,61,1
211,1,62,1
212,1,63,3
213,1,64,3
214,1,65,1
215,1,66,3
216,1,67,1
217,1,68,2
218,1,69,3
219,1,70,1
220,1,71,3
221,1,72,2
222,1,73,3
223,1,74,3
224,1,75,3
225,1,76,3
226,1,77,3
227,1,78,3
228,1,79,3
229,1,80,1
230,1,81,1
231,1,82,1
232,1,83,1
233,1,84,3
234,1,85,1
235,1,86,2
236,1,87,3
237,1,88,3
238,1,89,1
239,1,90,1
240,1,91,1
241,1,92,3
242,1,93,1
243,1,94,1
244,1,95,1
245,1,96,1
246,1,97,1
247,1,98,2
248,1,99,1
249,1,100,1
250,1,101,3
251,1,102,3
252,1,103,3
253,1,104,3
254,1,105,3
255,1,106,3
256,1,107,1
257,1,108,3
258,1,109,3
259,1,110,3
260,1,111,3
261,1,112,3
262,1,113,3
263,1,114,3
264,1,115,1
265,1,116,3
266,1,117,3
267,1,118,3
268,1,119,3
269,1,120,3
270,1,121,3
271,1,122,3
272,1,123,3
273,1,124,3
274,1,125,3
275,1,126,3
276,1,127,3
277,1,128,3
278,1,129,3
279,1,130,3
280,1,131,3
281,1,132,3
282,1,133,3
283,1,134,3
284,1,135,3
285,1,136,3
286,1,137,3
287,1,138,3
288,1,139,3
289,1,140,3
290,1,141,3
291,1,142,3
292,1,143,3
293,1,144,3
294,1,145,3
295,1,146,3
296,1,147,3
297,1,148,3
298,1,149,3
299,1,150,3
300,2,1,1
301,2,2,1
302,2,3,1
303,2,4,1
304,2,5,1
305,2,6,1
306,2,7,1
307,2,8,1
308,2,9,1
309,2,10,1
310,2,11,1
311,2,12,1
312,2,13,1
313,2,14,1
314,2,15,1
315,2,16,1
316,2,17,1
317,2,18,1
318,2,19,1
319,2,20,1
320,2,21,1
321,2,22,1
322,2,23,1
323,2,24,1
324,2,25,1
325,2,26,1
326,2,27,1
327,2,28,1
328,2,29,1
329,2,30,1
330,2,31,1
331,2,32,1
332,2,33,1
333,2,34,1
334,2,35,1
335,2,36,1
336,2,37,1
337,2,38,1
338,2,39,1
339,2,40,1
340,2,41,1
341,2,42,1
342,2,43,1
343,2,44,1
344,2,45,1
345,2,46,1
346,2,47,1
347,2,48,1
348,2,49,1
349,2,50,1
350,2,51,3
351,2,52,2
352,2,53,3
353,2,54,1
354,2,55,3
355,2,56,2
356,2,57,2
357,2,58,1
358,2,59,3
359,2,60,1
360,2,61,1
361,2,62,1
362,2,63,3
363,2,64,3
364,2,65,1
365,2,66,3
366,2,67,1
367,2,68,2
368,2,69,3
369,2,70,1
370,2,71,3
371,2,72,2
372,2,73,3
373,2,74,3
374,2,75,3
375,2,76,3
376,2,77,3
377,2,78,3
378,2,79,3
379,2,80,1
380,2,81,1
381,2,82,1
382,2,83,1
383,2,84,3
384,2,85,1
385,2,86,2
386,2,87,3
387,2,88,3
388,2,89,1
389,2,90,1
390,2,91,1
391,2,92,3
392,2,93,1
393,2,94,1
394,2,95,1
395,2,96,1
396,2,97,1
397,2,98,2
398,2,99,1
399,2,100,1
400,2,101,3
401,2,102,3
402,2,103,3
403,2,104,3
404,2,105,3
405,2,106,3
406,2,107,1
407,2,108,3
408,2,109,3
409,2,110,3
410,2,111,3
411,2,112,3
412,2,113,3
413,2,114,3
414,2,115,1
415,2,116,3
416,2,117,3
417,2,118,3
418,2,119,3
419,2,120,3
420,2,121,3
421,2,122,3
422,2,123,3
423,2,124,3
424,2,125,3
425,2,126,3
426,2,127,3
427,2,128,3
428,2,129,3
429,2,130,3
430,2,131,3
431,2,132,3
432,2,133,3
433,2,134,3
434,2,135,3
435,2,136,3
436,2,137,3
437,2,138,3
438,2,139,3
439,2,140,3
440,2,141,3
441,2,142,3
442,2,143,3
443,2,144,3
444,2,145,3
445,2,146,3
446,2,147,3
447,2,148,3
448,2,149,3
449,2,150,3
450,3,1,1
451,3,2,1
452,3,3,1
453,3,4,1
454,3,5,1
455,3,6,1
456,3,7,1
457,3,8,1
458,3,9,1
459,3,10,1
460,3,11,1
461,3,12,1
462,3,13,1
463,3,14,1
464,3,15,1
465,3,16,1
466,3,17,1
467,3,18,1
468,3,19,1
469,3,20,1
470,3,21,1
471,3,22,1
472,3,23,1
473,3,24,1
474,3,25,1
475,3,26,1
476,3,27,1
477,3,28,1
478,3,29,1
479,3,30,1
480,3,31,1
481,3,32,1
482,3,33,1
483,3,34,1
484,3,35,1
485,3,36,1
486,3,37,1
487,3,38,1
488,3,39,1
489,3,40,1
490,3,41,1
491,3,42,1
492,3,43,1
493,3,44,1
494,3,45,1
495,3,46,1
496,3,47,1
497,3,48,1
498,3,49,1
499,3,50,1
500,3,51,3
501,3,52,2
502,3,53,3
503,3,54,2
504,3,55,2
505,3,56,2
506,3,57,2
507,3,58,2
508,3,59,2
509,3,60,2
510,3,61,2
511,3,62,2
512,3,63,2
513,3,64,2
514,3,65,2
515,3,66,2
516,3,67,2
517,3,68,2
518,3,69,3
519,3,70,2
520,3,71,2
521,3,72,2
522,3,73,3
523,3,74,2
524,3,75,2
525,3,76,2
526,3,77,3
527,3,78,3
528,3,79,2
529,3,80,2
530,3,81,2
531,3,82,2
532,3,83,2
533,3,84,3
534,3,85,2
535,3,86,2
536,3,87,3
537,3,88,2
538,3,89,2
539,3,90,2
540,3,91,2
541,3,92,2
542,3,93,2
543,3,94,2
544,3,95,2
545,3,96,2
546,3,97,2
547,3,98,2
548,3,99,1
549,3,100,2
550,3,101,3
551,3,102,2
552,3,103,3
553,3,104,3
554,3,105,3
555,3,106,3
556,3,107,2
557,3,108,3
558,3,109,3
559,3,110,3
560,3,111,3
561,3,112,3
562,3,113,3
563,3,114,2
564,3,115,3
565,3,116,3
566,3,117,3
567,3,118,3
568,3,119,3
569,3,120,3
570,3,121,3
571,3,122,2
572,3,123,3
573,3,124,3
574,3,125,3
575,3,126,3
576,3,127,2
577,3,128,3
578,3,129,3
579,3,130,3
580,3,131,3
581,3,132,3
582,3,133,3
583,3,134,3
584,3,135,3
585,3,136,3
586,3,137,3
587,3,138,3
588,3,139,3
589,3,140,3
590,3,141,3
591,3,142,3
592,3,143,3
593,3,144,3
594,3,145,3
595,3,146,3
596,3,147,3
597,3,148,3
598,3,149,3
599,3,150,3
600,4,1,1
601,4,2,1
602,4,3,1
603,4,4,1
604,4,5,1
605,4,6,1
606,4,7,1
607,4,8,1
608,4,9,1
609,4,10,1
610,4,11,1
611,4,12,1
612,4,13,1
613,4,14,1
614,4,15,1
615,4,16,1
616,4,17,1
617,4,18,1
618,4,19,1
619,4,20,1
620,4,21,1
621,4,22,1
622,4,23,1
623,4,24,1
624,4,25,1
625,4,26,1
626,4,27,1
627,4,28,1
628,4,29,1
629,4,30,1
630,4,31,1
631,4,32,1
632,4,33,1
633,4,34,1
634,4,35,1
635,4,36,1
636,4,37,1
637,4,38,1
638,4,39,1
639,4,40,1
640,4,41,1
641,4,42,1
642,4,43,1
643,4,44,1
644,4,45,1
645,4,46,1
646,4,47,1
647,4,48,1
648,4,49,1
649,4,50,1
650,4,51,3
651,4,52,2
652,4,53,3
653,4,54,2
654,4,55,2
655,4,56,2
656,4,57,2
657,4,58,2
658,4,59,2
659,4,60,2
660,4,61,2
661,4,62,2
662,4,63,2
663,4,64,2
664,4,65,2
665,4,66,2
666,4,67,2
667,4,68,2
668,4,69,3
669,4,70,2
670,4,71,2
671,4,72,2
672,4,73,3
673,4,74,2
674,4,75,2
675,4,76,2
676,4,77,3
677,4,78,3
678,4,79,2
679,4,80,2
680,4,81,2
681,4,82,2
682,4,83,2
683,4,84,3
684,4,85,2
685,4,86,2
686,4,87,3
687,4,88,2
688,4,89,2
689,4,90,2
690,4,91,2
691,4,92,2
692,4,93,2
693,4,94,2
694,4,95,2
695,4,96,2
696,4,97,2
697,4,98,2
698,4,99,1
699,4,100,2
700,4,101,3
701,4,102,2
702,4,103,3
703,4,104,3
704,4,105,3
705,4,106,3
706,4,107,2
707,4,108,3
708,4,109,3
709,4,110,3
710,4,111,3
711,4,112,3
712,4,113,3
713,4,114,2
714,4,115,3
715,4,116,3
716,4,117,3
717,4,118,3
718,4,119,3
719,4,120,3
720,4,121,3
721,4,122,2
722,4,123,3
723,4,124,3
724,4,125,3
725,4,126,3
726,4,127,2
727,4,128,3
728,4,129,3
729,4,130,3
730,4,131,3
731,4,132,3
732,4,133,3
733,4,134,3
734,4,135,3
735,4,136,3
736,4,137,3
737,4,138,3
738,4,139,3
739,4,140,3
740,4,141,3
741,4,142,3
742,4,143,3
743,4,144,3
744,4,145,3
745,4,146,3
746,4,147,3
747,4,148,3
748,4,149,3
749,4,150,3
750,5,1,1
751,5,2,1
752,5,3,1
753,5,4,1
754,5,5,1
755,5,6,1
756,5,7,1
757,5,8,1
758,5,9,1
759,5,10,1
760,5,11,1
761,5,12,1
762,5,13,1
763,5,14,1
764,5,15,1
765,5,16,1
766,5,17,1
767,5,18,1
768,5,19,1
769,5,20,1
770,5,21,1
771,5,22,1
772,5,23,1
773,5,24,1
774,5,25,1
775,5,26,1
776,5,27,1
777,5,28,1
778,5,29,1
779,5,30,1
780,5,31,1
781,5,32,1
782,5,33,1
783,5,34,1
784,5,35,1
785,5,36,1
786,5,37,1
787,5,38,1
788,5,39,1
789,5,40,1
790,5,41,1
791,5,42,1
792,5,43,1
793,5,44,1
794,5,45,1
795,5,46,1
796,5,47,1
797,5,48,1
798,5,49,1
799,5,50,1
800,5,51,3
801,5,52,2
802,5,53,3
803,5,54,2
804,5,55,2
805,5,56,2
806,5,57,2
807,5,58,2
808,5,59,3
809,5,60,2
810,5,61,2
811,5,62,2
812,5,63,2
813,5,64,2
814,5,65,2
815,5,66,2
816,5,67,2
817,5,68,2
818,5,69,2
819,5,70,2
820,5,71,2
821,5,72,2
822,5,73,3
823,5,74,2
824,5,75,2
825,5,76,2
826,5,77,3
827,5,78,3
828,5,79,2
829,5,80,2
830,5,81,2
831,5,82,2
832,5,83,2
833,5,84,3
834,5,85,2
835,5,86,2
836,5,87,3
837,5,88,2
838,5,89,2
839,5,90,2
840,5,91,2
841,5,92,2
842,5,93,2
843,5,94,2
844,5,95,2
845,5,96,2
846,5,97,2
847,5,98,2
848,5,99,2
849,5,100,2
850,5,101,3
851,5,102,2
852,5,103,3
853,5,104,3
854,5,105,3
855,5,106,3
856,5,107,2
857,5,108,3
858,5,109,3
859,5,110,3
860,5,111,3
861,5,112,3
862,5,113,3
863,5,114,2
864,5,115,3
865,5,116,3
866,5,117,3
867,5,118,3
868,5,119,3
869,5,120,2
870,5,121,3
871,5,122,2
872,5,123,3
873,5,124,3
874,5,125,3
875,5,126,3
876,5,127,2
877,5,128,3
878,5,129,3
879,5,130,3
880,5,131,3
881,5,132,3
882,5,133,3
883,5,134,3
884,5,135,3
885,5,136,3
886,5,137,3
887,5,138,3
888,5,139,2
889,5,140,3
890,5,141,3
891,5,142,3
892,5,143,3
893,5,144,3
894,5,145,3
895,5,146,3
896,5,147,3
897,5,148,3
898,5,149,3
899,5,150,3
900,6,1,1
901,6,2,1
902,6,3,1
903,6,4,1
904,6,5,1
905,6,6,1
906,6,7,1
907,6,8,1
908,6,9,1
909,6,10,1
910,6,11,1
911,6,12,1
912,6,13,1
913,6,14,1
914,6,15,1
915,6,16,1
916,6,17,1
917,6,18,1
918,6,19,1
919,6,20,1
920,6,21,1
921,6,22,1
922,6,23,1
923,6,24,1
924,6,25,1
925,6,26,1
926,6,27,1
927,6,28,1
928,6,29,1
929,6,30,1
930,6,31,1
931,6,32,1
932,6,33,1
933,6,34,1
934,6,35,1
935,6,36,1
936,6,37,1
937,6,38,1
938,6,39,1
939,6,40,1
940,6,41,1
941,6,42,1
942,6,43,1
943,6,44,1
944,6,45,1
945,6,46,1
946,6,47,1
947,6,48,1
948,6,49,1
949,6,50,1
950,6,51,3
951,6,52,2
952,6,53,3
953,6,54,2
954,6,55,2
955,6,56,2
956,6,57,2
957,6,58,2
958,6,59,3
959,6,60,2
960,6,61,2
961,6,62,2
962,6,63,2
963,6,64,2
964,6,65,2
965,6,66,2
966,6,67,2
967,6,68,2
968,6,69,2
969,6,70,2
970,6,71,2
971,6,72,2
972,6,73,3
973,6,74,2
974,6,75,2
975,6,76,2
976,6,77,3
977,6,78,3
978,6,79,2
979,6,80,2
980,6,81,2
981,6,82,2
982,6,83,2
983,6,84,3
984,6,85,2
985,6,86,2
986,6,87,3
987,6,88,2
988,6,89,2
989,6,90,2
990,6,91,2
991,6,92,2
992,6,93,2
993,6,94,2
994,6,95,2
995,6,96,2
996,6,97,2
997,6,98,2
998,6,99,2
999,6,100,2
1000,6,101,3
1001,6,102,2
1002,6,103,3
1003,6,104,3
1004,6,105,3
1005,6,106,3
1006,6,107,2
1007,6,108,3
1008,6,109,3
1009,6,110,3
1010,6,111,3
1011,6,112,3
1012,6,113,3
1013,6,114,2
1014,6,115,3
1015,6,116,3
1016,6,117,3
1017,6,118,3
1018,6,119,3
1019,6,120,2
1020,6,121,3
1021,6,122,2
1022,6,123,3
1023,6,124,3
1024,6,125,3
1025,6,126,3
1026,6,127,2
1027,6,128,3
1028,6,129,3
1029,6,130,3
1030,6,131,3
1031,6,132,3
1032,6,133,3
1033,6,134,3
1034,6,135,3
1035,6,136,3
1036,6,137,3
1037,6,138,3
1038,6,139,2
1039,6,140,3
1040,6,141,3
1041,6,142,3
1042,6,143,3
1043,6,144,3
1044,6,145,3
1045,6,146,3
1046,6,147,3
1047,6,148,3
1048,6,149,3
1049,6,150,3
1050,7,1,1
1051,7,2,1
1052,7,3,1
1053,7,4,1
1054,7,5,1
1055,7,6,1
1056,7,7,1
1057,7,8,1
1058,7,9,1
1059,7,10,1
1060,7,11,1
1061,7,12,1
1062,7,13,1
1063,7,14,1
1064,7,15,1
1065,7,16,1
1066,7,17,1
1067,7,18,1
1068,7,19,1
1069,7,20,1
1070,7,21,1
1071,7,22,1
1072,7,23,1
1073,7,24,1
1074,7,25,1
1075,7,26,1
1076,7,27,1
1077,7,28,1
1078,7,29,1
1079,7,30,1
1080,7,31,1
1081,7,32,1
1082,7,33,1
1083,7,34,1
1084,7,35,1
1085,7,36,1
1086,7,37,1
1087,7,38,1
1088,7,39,1
1089,7,40,1
1090,7,41,1
1091,7,42,1
1092,7,43,1
1093,7,44,1
1094,7,45,1
1095,7,46,1
1096,7,47,1
1097,7,48,1
1098,7,49,1
1099,7,50,1
1100,7,51,3
1101,7,52,2
1102,7,53,3
1103,7,54,2
1104,7,55,2
1105,7,56,2
1106,7,57,2
1107,7,58,2
1108,7,59,3
1109,7,60,2
1110,7,61,2
1111,7,62,2
1112,7,63,2
1113,7,64,2
1114,7,65,2
1115,7,66,2
1116,7,67,2
1117,7,68,2
1118,7,69,2
1119,7,70,2
1120,7,71,2
1121,7,72,2
1122,7,73,3
1123,7,74,2
1124,7,75,2
1125,7,76,2
1126,7,77,3
1127,7,78,3
1128,7,79,2
1129,7,80,2
1130,7,81,2
1131,7,82,2
1132,7,83,2
1133,7,84,3
1134,7,85,2
1135,7,86,2
1136,7,87,3
1137,7,88,2
1138,7,89,2
1139,7,90,2
1140,7,91,2
1141,7,92,2
1142,7,93,2
1143,7,94,2
1144,7,95,2
1145,7,96,2
1146,7,97,2
1147,7,98,2
1148,7,99,2
1149,7,100,2
1150,7,101,3
1151,7,102,2
1152,7,103,3
1153,7,104,3
1154,7,105,3
1155,7,106,3
1156,7,107,2
1157,7,108,3
1158,7,109,3
1159,7,110,3
1160,7,111,3
1161,7,112,3
1162,7,113,3
1163,7,114,2
1164,7,115,3
1165,7,116,3
1166,7,117,3
1167,7,118,3
1168,7,119,3
1169,7,120,2
1170,7,121,3
1171,7,122,2
1172,7,123,3
1173,7,124,3
1174,7,125,3
1175,7,126,3
1176,7,127,2
1177,7,128,3
1178,7,129,3
1179,7,130,3
1180,7,131,3
1181,7,132,3
1182,7,133,3
1183,7,134,3
1184,7,135,3
1185,7,136,3
1186,7,137,3
1187,7,138,3
1188,7,139,2
1189,7,140,3
1190,7,141,3
1191,7,142,3
1192,7,143,2
1193,7,144,3
1194,7,145,3
1195,7,146,3
1196,7,147,3
1197,7,148,3
1198,7,149,3
1199,7,150,3
1200,8,1,1
1201,8,2,1
1202,8,3,1
1203,8,4,1
1204,8,5,1
1205,8,6,1
1206,8,7,1
1207,8,8,1
1208,8,9,1
1209,8,10,1
1210,8,11,1
1211,8,12,1
1212,8,13,1
1213,8,14,1
1214,8,15,1
1215,8,16,1
1216,8,17,1
1217,8,18,1
1218,8,19,1
1219,8,20,1
1220,8,21,1
1221,8,22,1
1222,8,23,1
1223,8,24,1
1224,8,25,1
1225,8,26,1
1226,8,27,1
1227,8,28,1
1228,8,29,1
1229,8,30,1
1230,8,31,1
1231,8,32,1
1232,8,33,1
1233,8,34,1
1234,8,35,1
1235,8,36,1
1236,8,37,1
1237,8,38,1
1238,8,39,1
1239,8,40,1
1240,8,41,1
1241,8,42,1
1242,8,43,1
1243,8,44,1
1244,8,45,1
1245,8,46,1
1246,8,47,1
1247,8,48,1
1248,8,49,1
1249,8,50,1
1250,8,51,3
1251,8,52,2
1252,8,53,3
1253,8,54,2
1254,8,55,2
1255,8,56,2
1256,8,57,2
1257,8,58,2
1258,8,59,3
1259,8,60,2
1260,8,61,2
1261,8,62,2
1262,8,63,2
1263,8,64,2
1264,8,65,2
1265,8,66,2
1266,8,67,2
1267,8,68,2
1268,8,69,2
1269,8,70,2
1270,8,71,2
1271,8,72,2
1272,8,73,3
1273,8,74,2
1274,8,75,2
1275,8,76,2
1276,8,77,3
1277,8,78,3
1278,8,79,2
1279,8,80,2
1280,8,81,2
1281,8,82,2
1282,8,83,2
1283,8,84,3
1284,8,85,2
1285,8,86,2
1286,8,87,3
1287,8,88,2
1288,8,89,2
1289,8,90,2
1290,8,91,2
1291,8,92,2
1292,8,93,2
1293,8,94,2
1294,8,95,2
1295,8,96,2
1296,8,97,2
1297,8,98,2
1298,8,99,2
1299,8,100,2
1300,8,101,3
1301,8,102,2
1302,8,103,3
1303,8,104,3
1304,8,105,3
1305,8,106,3
1306,8,107,2
1307,8,108,3
1308,8,109,3
1309,8,110,3
1310,8,111,3
1311,8,112,3
1312,8,113,3
1313,8,114,2
1314,8,115,3
1315,8,116,3
1316,8,117,3
1317,8,118,3
1318,8,119,3
1319,8,120,2
1320,8,121,3
1321,8,122,2
1322,8,123,3
1323,8,124,3
1324,8,125,3
1325,8,126,3
1326,8,127,2
1327,8,128,3
1328,8,129,3
1329,8,130,3
1330,8,131,3
1331,8,132,3
1332,8,133,3
1333,8,134,3
1334,8,135,3
1335,8,136,3
1336,8,137,3
1337,8,138,3
1338,8,139,2
1339,8,140,3
1340,8,141,3
1341,8,142,3
1342,8,143,2
1343,8,144,3
1344,8,145,3
1345,8,146,3
1346,8,147,3
1347,8,148,3
1348,8,149,3
1349,8,150,3
1350,9,1,1
1351,9,2,1
1352,9,3,1
1353,9,4,1
1354,9,5,1
1355,9,6,1
1356,9,7,1
1357,9,8,1
1358,9,9,1
1359,9,10,1
1360,9,11,1
1361,9,12,1
1362,9,13,1
1363,9,14,1
1364,9,15,1
1365,9,16,1
1366,9,17,1
1367,9,18,1
1368,9,19,1
1369,9,20,1
1370,9,21,1
1371,9,22,1
1372,9,23,1
1373,9,24,1
1374,9,25,1
1375,9,26,1
1376,9,27,1
1377,9,28,1
1378,9,29,1
1379,9,30,1
1380,9,31,1
1381,9,32,1
1382,9,33,1
1383,9,34,1
1384,9,35,1
1385,9,36,1
1386,9,37,1
1387,9,38,1
1388,9,39,1
1389,9,40,1
1390,9,41,1
1391,9,42,1
1392,9,43,1
1393,9,44,1
1394,9,45,1
1395,9,46,1
1396,9,47,1
1397,9,48,1
1398,9,49,1
1399,9,50,1
1400,9,51,3
1401,9,52,2
1402,9,53,3
1403,9,54,2
1404,9,55,2
1405,9,56,2
1406,9,57,2
1407,9,58,2
1408,9,59,3
1409,9,60,2
1410,9,61,2
1411,9,62,2
1412,9,63,2
1413,9,64,2
1414,9,65,2
1415,9,66,2
1416,9,67,2
1417,9,68,2
1418,9,69,2
1419,9,70,2
1420,9,71,2
1421,9,72,2
1422,9,73,3
1423,9,74,2
1424,9,75,2
1425,9,76,2
1426,9,77,3
1427,9,78,3
1428,9,79,2
1429,9,80,2
1430,9,81,2
1431,9,82,2
1432,9,83,2
1433,9,84,3
1434,9,85,2
1435,9,86,2
1436,9,87,3
1437,9,88,2
1438,9,89,2
1439,9,90,2
1440,9,91,2
1441,9,92,2
1442,9,93,2
1443,9,94,2
1444,9,95,2
1445,9,96,2
1446,9,97,2
1447,9,98,2
1448,9,99,2
1449,9,100,2
1450,9,101,3
1451,9,102,2
1452,9,103,3
1453,9,104,3
1454,9,105,3
1455,9,106,3
1456,9,107,2
1457,9,108,3
1458,9,109,3
1459,9,110,3
1460,9,111,3
1461,9,112,3
1462,9,113,3
1463,9,114,2
1464,9,115,3
1465,9,116,3
1466,9,117,3
1467,9,118,3
1468,9,119,3
1469,9,120,3
1470,9,121,3
1471,9,122,2
1472,9,123,3
1473,9,124,3
1474,9,125,3
1475,9,126,3
1476,9,127,2
1477,9,128,3
1478,9,129,3
1479,9,130,3
1480,9,131,3
1481,9,132,3
1482,9,133,3
1483,9,134,3
1484,9,135,3
1485,9,136,3
1486,9,137,3
1487,9,138,3
1488,9,139,2
1489,9,140,3
1490,9,141,3
1491,9,142,3
1492,9,143,2
1493,9,144,3
1494,9,145,3
1495,9,146,3
1496,9,147,3
1497,9,148,3
1498,9,149,3
1499,9,150,3
1500,10,1,1
1501,10,2,1
1502,10,3,1
1503,10,4,1
1504,10,5,1
1505,10,6,1
1506,10,7,1
1507,10,8,1
1508,10,9,1
1509,10,10,1
1510,10,11,1
1511,10,12,1
1512,10,13,1
1513,10,14,1
1514,10,15,1
1515,10,16,1
1516,10,17,1
1517,10,18,1
1518,10,19,1
1519,10,20,1
1520,10,21,1
1521,10,22,1
1522,10,23,1
1523,10,24,1
1524,10,25,1
1525,10,26,1
1526,10,27,1
1527,10,28,1
1528,10,29,1
1529,10,30,1
1530,10,31,1
1531,10,32,1
1532,10,33,1
1533,10,34,1
1534,10,35,1
1535,10,36,1
1536,10,37,1
1537,10,38,1
1538,10,39,1
1539,10,40,1
1540,10,41,1
1541,10,42,1
1542,10,43,1
1543,10,44,1
1544,10,45,1
1545,10,46,1
1546,10,47,1
1547,10,48,1
1548,10,49,1
1549,10,50,1
1550,10,51,3
1551,10,52,2
1552,10,53,3
1553,10,54,2
1554,10,55,2
1555,10,56,2
1556,10,57,2
1557,10,58,2
1558,10,59,3
1559,10,60,2
1560,10,61,2
1561,10,62,2
1562,10,63,2
1563,10,64,2
1564,10,65,2
1565,10,66,2
1566,10,67,2
1567,10,68,2
1568,10,69,2
1569,10,70,2
1570,10,71,2
1571,10,72,2
1572,10,73,3
1573,10,74,2
1574,10,75,2
1575,10,76,2
1576,10,77,3
1577,10,78,3
1578,10,79,2
1579,10,80,2
1580,10,81,2
1581,10,82,2
1582,10,83,2
1583,10,84,3
1584,10,85,2
1585,10,86,2
1586,10,87,3
1587,10,88,2
1588,10,89,2
1589,10,90,2
1590,10,91,2
1591,10,92,2
1592,10,93,2
1593,10,94,2
1594,10,95,2
1595,10,96,2
1596,10,97,2
1597,10,98,2
1598,10,99,2
1599,10,100,2
1600,10,101,3
1601,10,102,2
1602,10,103,3
1603,10,104,3
1604,10,105,3
1605,10,106,3
1606,10,107,2
1607,10,108,3
1608,10,109,3
1609,10,110,3
1610,10,111,3
1611,10,112,3
1612,10,113,3
1613,10,114,2
1614,10,115,3
1615,10,116,3
1616,10,117,3
1617,10,118,3
1618,10,119,3
1619,10,120,3
1620,10,121,3
1621,10,122,2
1622,10,123,3
1623,10,124,3
1624,10,125,3
1625,10,126,3
1626,10,127,2
1627,10,128,3
1628,10,129,3
1629,10,130,3
1630,10,131,3
1631,10,132,3
1632,10,133,3
1633,10,134,3
1634,10,135,3
1635,10,136,3
1636,10,137,3
1637,10,138,3
1638,10,139,2
1639,10,140,3
1640,10,141,3
1641,10,142,3
1642,10,143,2
1643,10,144,3
1644,10,145,3
1645,10,146,3
1646,10,147,3
1647,10,148,3
1648,10,149,3
1649,10,150,3
1650,11,1,1
1651,11,2,1
1652,11,3,1
1653,11,4,1
1654,11,5,1
1655,11,6,1
1656,11,7,1
1657,11,8,1
1658,11,9,1
1659,11,10,1
1660,11,11,1
1661,11,12,1
1662,11,13,1
