param NumberOfPoints:=1150;
param NumberOfDimensions:=2;
param NumberOfClusters:=5;
param Point:=
92 1 -0.3383782855498858
92 2 4.9093447616518615
93 1 -1.887320378398233
93 2 4.347146380171067
94 1 -2.0908926220709616
94 2 7.170331748023981
95 1 -0.7416555576741298
95 2 6.775135227337403
96 1 -1.4241038053797257
96 2 5.475607426550399
97 1 -1.9139528425036048
97 2 5.044440000487229
98 1 -0.2007916046577638
98 2 4.74392160009881
99 1 -2.026546196804575
99 2 4.736221026463598
100 1 -2.4686689603053535
100 2 5.437705719737917
101 1 -2.6880537101918685
101 2 3.752647662362516
102 1 -0.7572564643867663
102 2 4.150371597098951
103 1 -1.6519473640305793
103 2 4.691384493865083
104 1 -0.3871975016946374
104 2 4.129373159789699
105 1 -1.6280484002830815
105 2 2.820062163448517
106 1 -1.4933822238935117
106 2 4.555566890058185
107 1 -0.876091023627583
107 2 6.082430008893134
108 1 -2.0562628713715547
108 2 4.4387593986408085
109 1 0.5514203161920537
109 2 4.446638594081416
110 1 -1.8920454160835747
110 2 3.0790478502045984
111 1 1.430597027788688
111 2 3.5926553229399554
112 1 0.15291434350221933
112 2 4.928107099374158
113 1 0.1467506575934605
113 2 5.629666576124002
114 1 -3.683556053293269
114 2 4.683421795271112
115 1 -2.910554296061621
115 2 5.64241768058469
116 1 -1.2832490706343118
116 2 5.545754267058997
117 1 -1.024825450654511
117 2 6.141598877843402
118 1 -1.4723817367902303
118 2 3.1840067914478487
119 1 -2.321076447683614
119 2 5.369067017371494
120 1 0.8454109999272315
120 2 6.128687515190893
121 1 -1.3249834007475272
121 2 5.045046001318463
122 1 -1.48374437397515
122 2 4.59017894630192
123 1 -0.32861860104771135
123 2 7.09150603397459
124 1 -1.2958701534266648
124 2 5.082441677415423
125 1 -1.4087095868420931
125 2 5.709994560779298
126 1 0.16040709454006152
126 2 6.156614460901617
127 1 0.13516427873236636
127 2 3.887367578352215
128 1 0.4564219546640973
128 2 5.2105873671023115
129 1 -2.0456103256030085
129 2 6.091332701245516
130 1 -1.9274069538980894
130 2 5.136412722328523
131 1 -3.3120137009656974
131 2 4.403849599421156
132 1 -2.737300707060092
132 2 6.255867861766967
133 1 0.10075946572470706
133 2 4.251766518014016
134 1 -1.41876797913996
134 2 4.969289557939361
135 1 -1.9228907141555378
135 2 6.021222171019879
136 1 -1.1396297742390953
136 2 5.545254276697898
137 1 -0.8346151973970979
137 2 5.850580090059978
138 1 -1.8917557121196715
138 2 4.283827695457271
139 1 -0.9729763749272669
139 2 3.7470977438238364
140 1 -2.582972333704177
140 2 5.110955592448154
141 1 -2.1158082059391434
141 2 5.030606660590685
142 1 -0.6456411929773513
142 2 4.346681698233507
143 1 0.5304772022745317
143 2 4.712139025591731
144 1 -0.8497977366005831
144 2 4.653091681628172
145 1 -0.3425751815873279
145 2 4.815775999452338
146 1 -0.181208255075056
146 2 4.462782709728707
147 1 -0.802216236313195
147 2 6.186896457180651
148 1 -0.2767562875691274
148 2 3.91552096908383
149 1 -1.5990661316066306
149 2 3.909779662499253
150 1 -2.768129170951979
150 2 5.389206743756885
151 1 0.37268011625592434
151 2 3.1811653948215777
152 1 -2.7401819308616897
152 2 4.613394617246
153 1 -0.4980115386560724
153 2 3.678350938520002
154 1 -2.3807381478985805
154 2 6.046207076498577
155 1 -0.9131191820449369
155 2 4.739692893677808
156 1 -1.4745736542953627
156 2 5.131521020704565
157 1 -3.443546645476223
157 2 6.583978315849267
158 1 -2.331578631915045
158 2 4.012872869519571
159 1 -0.8405000886161915
159 2 4.876964423012493
160 1 -0.684409019878936
160 2 3.315624559206202
161 1 -0.16318653130288396
161 2 4.6339950539151165
162 1 -1.023310686121217
162 2 4.50066078342315
163 1 -1.3500306690191484
163 2 7.216906493499273
164 1 -1.4572338006331438
164 2 5.701219500054052
165 1 -1.8921003570008623
165 2 5.057870139463169
166 1 -1.0154042404426082
166 2 5.709405521706179
167 1 -1.0217331633614788
167 2 6.441316432479474
168 1 -0.2819081525827596
168 2 4.578815432147228
169 1 -1.4577802772642183
169 2 5.242310851237536
170 1 0.17883367392273786
170 2 5.313020397210507
171 1 -2.08656048080345
171 2 4.746766190322712
172 1 -2.2963176189966363
172 2 4.859034949738432
173 1 -0.4466348041446311
173 2 5.592149977476982
174 1 -3.6750747798567067
174 2 4.279457618602419
175 1 -0.07239141047320641
175 2 6.509369660355786
176 1 -0.2874467896332822
176 2 5.038709665849551
177 1 -1.0213943312752394
177 2 5.148136974857841
178 1 -0.3733091522809593
178 2 4.252636401777912
179 1 -0.9875420890585024
179 2 3.9942457362858264
180 1 -1.7225722140414481
180 2 5.201282194174904
181 1 -1.2689503669944908
181 2 7.120576062844019
182 1 -1.2290138218854516
182 2 5.842844766494096
183 1 -2.6322243856686036
183 2 5.422509568923898
184 1 -1.4144652974521716
184 2 4.44372947343101
185 1 -2.270820092928803
185 2 5.884082467989129
186 1 -0.2794694471016985
186 2 6.074134830567449
187 1 -0.21018659804233653
187 2 4.73115181095012
188 1 -2.048155064377228
188 2 5.6281372555648135
189 1 0.41928393817239673
189 2 4.148697114070654
190 1 -0.8932716101590861
190 2 4.572053958245909
191 1 -2.415622036315574
191 2 5.551602717739476
192 1 -1.7563505621341782
192 2 5.3345828035929355
193 1 -1.0872524364480567
193 2 3.3929285621471252
194 1 -2.946042519869274
194 2 6.987769022583167
195 1 -1.3097343491376576
195 2 5.776268584094552
196 1 -0.9430272325069291
196 2 4.764797284370497
197 1 -1.8950435084403756
197 2 6.348769152534725
198 1 -2.166459623388057
198 2 4.699680324394177
199 1 -0.46408597307175514
199 2 5.121859104344328
200 1 -1.49531254224114
200 2 5.313586712944387
201 1 -0.0715066131822697
201 2 5.318288220709616
202 1 -0.81037136003879
202 2 4.4098839163674874
203 1 -0.8478549362053849
203 2 5.587271990371413
204 1 -1.2886988202852656
204 2 5.628290531038204
205 1 -2.5276481522038328
205 2 6.035128896080613
206 1 -1.9737306330761024
206 2 4.224508009027276
207 1 -1.3896875196537928
207 2 5.040271937676611
208 1 -2.6914255841013315
208 2 4.183788854944858
209 1 -0.8816838981302498
209 2 5.13525084504781
210 1 -1.3836897778736825
210 2 4.586003048375796
211 1 -0.796121007284585
211 2 4.206965562933692
212 1 -1.660518748057675
212 2 3.6145298412785762
213 1 -0.9553014548553119
213 2 5.191532521034796
214 1 -0.8926037638916238
214 2 3.5487676937661035
215 1 0.7473147598022392
215 2 6.40674772491008
216 1 -2.299206322142754
216 2 3.5712594701443057
217 1 -2.8489198333590955
217 2 5.552961547445671
218 1 -2.6181135965712468
218 2 5.435864675033771
219 1 -1.003345107131051
219 2 3.750113700314502
220 1 -1.6274614860265508
220 2 4.105504609011504
221 1 -0.8912446157775767
221 2 6.927859004231699
222 1 -0.18648214580946165
222 2 4.700322843651851
223 1 -0.44398891765574666
223 2 4.212798879112412
224 1 -2.2732197809519423
224 2 4.943654571580043
225 1 -0.531413677566392
225 2 6.50536751732433
226 1 -0.7463127352727854
226 2 4.255700294096917
227 1 -1.6727175656519155
227 2 6.453509560476394
228 1 -2.1742960727513054
228 2 6.440227595059715
229 1 -0.6457967747619976
229 2 3.2525520007309128
230 1 -0.4141357997808539
230 2 5.774951354815519
231 1 -0.7266692769728147
231 2 5.101003924125127
232 1 -1.370095950781127
232 2 4.017011542541979
233 1 -1.0643331214771474
233 2 4.416415740901397
234 1 0.9711319005288659
234 2 5.763920083304003
235 1 -0.3766567551863671
235 2 5.2118425544859885
236 1 -1.9361803978460068
236 2 3.0535730592654335
237 1 -1.5238810583373392
237 2 3.22629344074445
238 1 -1.3649321607648541
238 2 5.720245347805497
239 1 -1.366039404837506
239 2 5.152197056465702
240 1 -0.700863683793503
240 2 4.129306839766943
241 1 -2.5681273246536636
241 2 6.923716257011014
242 1 1.6809956991799497
242 2 5.000182363352563
243 1 -0.5690645733246626
243 2 3.989519030734414
244 1 -0.5745294855135372
244 2 3.899926538144615
245 1 0.2986309349200573
245 2 4.183341226208594
246 1 0.6378980839944828
246 2 5.968680303550768
247 1 -0.5303325929171138
247 2 4.4637119603175694
248 1 -0.9705762311473516
248 2 4.6993646543126815
249 1 0.5109003715602922
249 2 4.9887401466756485
250 1 -2.0815933436089713
250 2 5.246183872375565
251 1 1.1961424331775117
251 2 6.46816397646273
252 1 -1.0217447671644297
252 2 4.040188507692528
253 1 0.33766075039007104
253 2 5.609359662476709
254 1 -1.6300640411882228
254 2 7.2055934847489125
255 1 -0.2416071521175045
255 2 4.192455082482284
256 1 -0.7925720008629756
256 2 5.665143488232419
257 1 -1.3607169182863093
257 2 4.83681423398427
258 1 -0.7219603113067983
258 2 3.548888179913287
259 1 -1.76371145486642
259 2 5.9998421722723645
260 1 -3.0897794869772657
260 2 5.526869893106317
261 1 -1.5319754107218997
261 2 4.316368611207492
262 1 -1.3670078901842115
262 2 4.65450289429495
263 1 0.4243171126406855
263 2 5.285963420787992
264 1 -0.8773620841035742
264 2 4.352193753434138
265 1 -2.4106108242801056
265 2 5.123315985689829
266 1 -0.10735513465758961
266 2 1.7834882125725562
267 1 -1.6947507030319022
267 2 2.8027877543682242
268 1 -1.229784310442725
268 2 3.68716913611284
269 1 -1.6843166530409495
269 2 5.839832981807519
270 1 -2.5109587124593777
270 2 5.35812698876196
271 1 0.5320315870839223
271 2 4.119993350460121
272 1 -0.01721635160466195
272 2 3.557471256560926
273 1 -0.15562207012189844
273 2 5.212335093924456
274 1 0.09757703182601007
274 2 5.781572294777957
275 1 -0.19363055522740136
275 2 5.050354457077219
276 1 -1.8075479428848569
276 2 3.5715707403915973
277 1 -1.1568484901242173
277 2 5.644207391062353
278 1 -0.47998950976054067
278 2 5.961526668582072
279 1 -0.20240075044211148
279 2 4.790180749213453
280 1 -1.773261642331986
280 2 3.7078172327442385
281 1 -1.9994449378840362
281 2 5.288265519628227
282 1 -1.3697991593524217
282 2 4.474221500884779
283 1 0.361680554567297
283 2 4.542536129710217
284 1 -2.2850639567423956
284 2 4.023335841437591
285 1 -2.326975284375652
285 2 3.0784157680033166
286 1 -1.9740404012353419
286 2 3.2565418267449058
287 1 1.3009657875111786
287 2 4.80626254464985
288 1 -0.7342274771892208
288 2 4.518985075535747
289 1 -1.694779669241412
289 2 6.2411284215612035
290 1 -0.524033416388354
290 2 5.329386367288708
291 1 -2.062124335650398
291 2 5.737719960497243
292 1 -1.5521969936838937
292 2 4.374906486353953
293 1 -3.4791245466942464
293 2 5.121058151617628
294 1 -1.9109198407404642
294 2 5.2458025678964555
295 1 -2.715986775054195
295 2 4.783287776015567
296 1 -0.0509906170355805
296 2 6.592298654673412
297 1 -0.8677588753218748
297 2 6.5212771429228855
298 1 -1.5240503381582469
298 2 3.2537850659179197
299 1 -3.472192363783163
299 2 2.8435419879249766
300 1 -2.3016169510338083
300 2 5.757769778705679
301 1 -1.5987634319213382
301 2 4.6098424956840365
302 1 -1.645368024739401
302 2 4.051800462866716
303 1 -1.656684930106729
303 2 5.325539015972454
304 1 -2.168590770832325
304 2 5.9777791597729
305 1 -1.8430716082374894
305 2 5.470986051078756
306 1 -1.731129954302927
306 2 6.2019140945805225
307 1 -1.2395378458683202
307 2 5.128435326893467
308 1 -0.8504731950327831
308 2 6.39747727808519
309 1 -0.8817945803806891
309 2 4.492122729688137
310 1 -1.0121531492891336
310 2 7.172609647314283
311 1 -0.6004850013312544
311 2 4.204875415152077
312 1 -0.5643257747417278
312 2 6.320244746648433
313 1 0.8288871999304961
313 2 5.433481159068629
314 1 -0.4524261613492999
314 2 4.557773548225966
315 1 -0.46784586928266725
315 2 3.1037903754678684
316 1 -0.05344378473176947
316 2 3.262603403432131
317 1 -0.010446615996717812
317 2 5.372044618408244
318 1 -2.2842679446738634
318 2 4.1922365668816255
319 1 -0.8749712344000216
319 2 7.037361424978618
320 1 -0.75288840429686
320 2 5.642866901268522
321 1 0.04996816182575148
321 2 5.603307971119726
322 1 -0.3962003957956479
322 2 5.474574751535604
323 1 -0.49823936420857473
323 2 5.295416083600389
324 1 -0.9285374701793399
324 2 4.791816829447217
325 1 -0.3295387649914834
325 2 3.710475915826107
326 1 -2.5060771994598054
326 2 5.428061629560257
327 1 -1.5670268118435757
327 2 7.685860638782756
328 1 -0.8143081908519527
328 2 3.838482160290475
329 1 -0.9119893737032688
329 2 6.541532521163074
330 1 -1.6426031383942825
330 2 3.8180496676680518
331 1 -0.1840111822235606
331 2 6.069212624324676
332 1 -0.9464742566291462
332 2 3.190539613242639
333 1 -1.323169228002099
333 2 5.818426652138475
334 1 -1.35541288973175
334 2 3.6408895173198914
335 1 -0.8275231869798638
335 2 5.515479168548202
336 1 0.8565223233566379
336 2 5.766952468919195
337 1 -3.16654959321733
337 2 4.527606829955919
338 1 -1.596776016724046
338 2 5.137118346011426
339 1 -1.5552039319053064
339 2 5.924161743519717
340 1 -1.1361702018552418
340 2 4.8168115142784504
341 1 -1.2808777463308658
341 2 4.989375805230368
342 1 -1.214229699037976
342 2 4.89585695011132
343 1 -2.474735033328618
343 2 2.844656235166463
344 1 -1.2437889033103962
344 2 5.052779975571288
345 1 -0.6986661026846139
345 2 3.6372784685653765
346 1 -1.9852180502035237
346 2 3.0791761551090477
347 1 -0.7440330174938758
347 2 6.69226375236776
348 1 -1.91562253486633
348 2 3.1030325736186506
349 1 -0.9847102341017915
349 2 6.609454427188567
350 1 -1.3496475864146544
350 2 4.612956020974448
351 1 0.30257232139923107
351 2 4.286049100642518
352 1 -1.3077293035298068
352 2 3.5848222149115507
353 1 0.2962161179396565
353 2 7.127544685494222
354 1 0.3522054690718315
354 2 6.0913353705162585
355 1 -1.593726161779865
355 2 6.249953547281643
356 1 -1.605914699575794
356 2 4.8863720089459095
357 1 -1.0534040017944366
357 2 3.7187206639676176
358 1 -2.1952034208697184
358 2 6.205544433826209
359 1 -2.6935142918057386
359 2 6.285782011589158
360 1 -1.9479426021887782
360 2 3.134780121481148
361 1 0.16518013760706585
361 2 5.999498633057586
362 1 -1.0833491074783006
362 2 4.703361071313084
363 1 -1.456535411631764
363 2 5.104210469977645
364 1 -0.5765360532268871
364 2 3.7753501253743247
365 1 -0.5880170048996177
365 2 5.518014677286568
366 1 -1.5341290270452848
366 2 6.210982221539384
367 1 -1.2924335803165525
367 2 5.2442379914728265
368 1 -1.9479204694994732
368 2 5.4096135531588105
369 1 1.1536026583827583
369 2 3.8311876454145204
370 1 0.3393416985227429
370 2 5.594715222586503
371 1 -1.2871542294056115
371 2 5.820664527507404
372 1 0.6259660714613353
372 2 4.0087019745569865
373 1 -0.4585053522145889
373 2 3.1119975152347115
374 1 -0.6094677608247183
374 2 4.738550002014133
375 1 -1.521825811272481
375 2 5.116719146990087
376 1 -2.5856929971933598
376 2 3.9530260110543054
377 1 -0.7031235408453237
377 2 4.379285201112073
378 1 -0.38736451379349524
378 2 4.693763546639234
379 1 -1.0730511424057056
379 2 5.033004890044584
380 1 -0.6131533132420419
380 2 6.467894931470202
381 1 -1.0011658706552118
381 2 5.279071832313971
382 1 -1.3553988237312877
382 2 5.505408865221384
383 1 -0.5902194151538867
383 2 3.509935578489409
384 1 -1.7964602407789734
384 2 5.714308722454193
385 1 -1.4967032888654952
385 2 4.970907979536997
386 1 -1.0738506727038166
386 2 6.234903503893268
387 1 -0.5439648302442962
387 2 4.98463728424665
388 1 -2.1954727933608784
388 2 4.449229764595385
389 1 -1.4841642090285734
389 2 5.359325192711153
390 1 -1.3063600452438926
390 2 6.05798773576419
391 1 -3.513222386224262
391 2 5.473970414927938
392 1 -1.3208723591118554
392 2 5.675252752792266
393 1 -1.95690776101923
393 2 6.054437270111301
394 1 -1.410310839472015
394 2 5.030495487229886
395 1 -1.931390043917803
395 2 5.086000716655783
396 1 -0.15830927915098436
396 2 2.7195920405330023
397 1 -1.0587078533410148
397 2 5.948473433340359
398 1 -0.405115282333643
398 2 4.02652476545213
399 1 -0.5986772458041875
399 2 5.193410557970352
400 1 -0.5835058252923202
400 2 6.427444736499817
401 1 -1.189147704115531
401 2 5.520084471500006
402 1 -2.710285093914047
402 2 6.295115909774869
403 1 -3.1976038144603756
403 2 5.21682967877372
404 1 -1.9617118096996613
404 2 5.41768771712077
405 1 -2.6135021010948645
405 2 4.464396120493384
406 1 -0.29588165493408103
406 2 4.412705012083748
407 1 -2.6263606621132602
407 2 4.531449306657246
408 1 -2.4320675615235805
408 2 5.975806929922575
409 1 -2.402515089791013
409 2 5.855772895914723
410 1 -0.8367307874150708
410 2 2.9832975870459473
411 1 -2.028715277277443
411 2 6.062428209373337
412 1 -1.8938519824170748
412 2 2.4885074123745228
413 1 0.7747811216498697
413 2 4.711617802405915
414 1 -0.6506906894249291
414 2 6.00748863321196
415 1 -0.29642817269510724
415 2 6.343544819289453
416 1 -1.4612155291042728
416 2 6.259834505621287
417 1 -0.21262474654719243
417 2 6.03151290526953
418 1 -1.0934391779339139
418 2 3.298217249873514
419 1 -2.6393362956675657
419 2 5.5485445420072335
420 1 -1.4388417304513217
420 2 5.196966833663355
421 1 -1.3086914776200105
421 2 5.263165644166405
422 1 -1.6409748516962233
422 2 3.9324290516759266
423 1 -0.10802997754872501
423 2 6.615804976752544
424 1 0.21422452067211362
424 2 4.406010929579747
425 1 -2.6738623853279293
425 2 4.029621610865969
426 1 0.05836706865784236
426 2 5.930419229012105
427 1 -1.0468431973933547
427 2 6.252065552364038
428 1 -0.9759647161289339
428 2 6.490370257204814
429 1 -0.32310697260829424
429 2 5.847186978198543
430 1 -1.6340712996706621
430 2 4.605632657491274
431 1 -3.557635401571374
431 2 4.533130458002627
432 1 -0.46640902454626443
432 2 6.346311613467503
433 1 -1.8596254749422472
433 2 5.910946069510602
434 1 -1.723032691806992
434 2 4.354803443531907
435 1 -1.5916132820271218
435 2 3.919485850662655
436 1 -1.6027099555619007
436 2 4.623870602720361
437 1 -2.177883390919394
437 2 5.743499446775962
438 1 -2.8936822541555376
438 2 3.573484090339404
439 1 -1.8183273116079806
439 2 4.324828545619816
440 1 -0.5686732572727918
440 2 4.888774657767223
441 1 -0.32515454580900593
441 2 3.920956584960302
442 1 0.12143335303152347
442 2 5.195103582469413
443 1 -0.6537431932726542
443 2 5.096486167944623
444 1 -2.498380579103206
444 2 5.315785174884638
445 1 -1.810004928995993
445 2 4.233695928360037
446 1 0.2782253706458586
446 2 4.383893367418524
447 1 -1.583892203561203
447 2 5.711488997540587
448 1 -1.7747726557139845
448 2 6.035258801620563
449 1 -0.7595745273075986
449 2 2.8205123315104963
450 1 -2.3053977121791926
450 2 5.130506990642227
451 1 -2.3541586996682433
451 2 5.182396991313777
452 1 -1.794216292247833
452 2 4.609615124458488
453 1 -0.3765449806896859
453 2 5.0001734081452165
454 1 -1.5098057860432297
454 2 3.785223739291034
455 1 -2.0257651768913636
455 2 4.926838784565828
456 1 -2.358633030817429
456 2 5.292389789722154
457 1 -0.9029311793046997
457 2 6.2904560748477785
458 1 -1.9347987895891114
458 2 5.039096818161191
459 1 -2.0428133883357478
459 2 5.717207875140806
460 1 -3.747620853263942
460 2 4.821931984223027
461 1 -0.1837419862580929
461 2 5.451058154823496
462 1 -0.43380514871039544
462 2 6.183403729974817
463 1 -1.8007302884499365
463 2 2.8933221268592715
464 1 -1.4822015521617475
464 2 3.6164365367695384
465 1 -2.5953924703369076
465 2 3.7397679482755635
466 1 -0.7184738944073289
466 2 5.2949266085989155
467 1 -2.987365344033921
467 2 5.370889526707812
468 1 -2.7777950644857277
468 2 5.311615386370675
469 1 -1.5412493991048377
469 2 3.8704707563093885
470 1 -0.911492394088613
470 2 3.3874654732098914
471 1 -0.9026104747555713
471 2 4.404320683745821
472 1 -1.2153065116186814
472 2 7.897474040288488
473 1 0.3478738509373316
473 2 5.938279940147122
474 1 -0.18466934725928708
474 2 4.356979895690419
475 1 -2.0729916786523654
475 2 5.165330372862395
476 1 -1.8311073001367328
476 2 4.514855149908048
477 1 -3.0993603061830415
477 2 3.8931874450500223
478 1 -0.05734477405508054
478 2 7.7889171388783
479 1 -1.1933908178944892
479 2 4.81946856740376
480 1 -2.559518529230963
480 2 6.298848758890487
481 1 -1.5274164435348752
481 2 4.34528276638792
482 1 -0.9981777687927078
482 2 3.5827733321196895
483 1 -2.1073484578964456
483 2 4.287634053468114
484 1 -0.05088610922339076
484 2 4.8658278388986265
485 1 -1.8830141126721651
485 2 4.697926011930312
486 1 -1.7557784221003758
486 2 4.997609273851419
487 1 -2.013256739118848
487 2 5.048493292112612
488 1 -1.9566772768135228
488 2 4.419908443796036
489 1 -1.7963517185480202
489 2 5.814188545714724
490 1 -1.1475708514215717
490 2 3.591196960886637
491 1 -1.03237037669393
491 2 5.413576775346784
492 1 -1.5229281493023947
492 2 4.62477782319587
493 1 0.9915724754530952
493 2 4.013463438040451
494 1 -1.8259255707295812
494 2 4.139455924650769
495 1 -0.12696521165297425
495 2 6.122518366524567
496 1 -1.4079052788287179
496 2 7.160852261285752
497 1 -3.5382484161662697
497 2 6.304783632535373
498 1 -2.4929359757210956
498 2 6.357733033996487
499 1 -1.1945495604361032
499 2 7.140314893298479
500 1 -2.7438237591962977
500 2 5.395127631799323
501 1 0.1070491513652112
501 2 -3.591654924581952
502 1 2.469082523364041
502 2 -0.6295123431743086
503 1 1.457542243573635
503 2 -4.185492683285303
504 1 1.1460584371010074
504 2 -3.6280081307168683
505 1 0.17908586454095277
505 2 -1.0187265173396725
506 1 -0.6042425304996377
506 2 -4.026417443196487
507 1 0.42035505826222064
507 2 -2.479141396731786
508 1 0.41066115572693385
508 2 -3.316035815735568
509 1 2.8967731209348653
509 2 -2.6097373171569545
510 1 2.1870247094707613
510 2 -3.902779245315325
511 1 2.0426951448993194
511 2 -4.674753664397132
512 1 0.11308164946606247
512 2 -4.815670825947501
513 1 1.7259092424387994
513 2 -2.949633483062427
514 1 2.5107685288265555
514 2 -3.1659754208517934
515 1 0.3396834884996096
515 2 -3.5650808304804245
516 1 1.1626921051571246
516 2 -2.6956674340075564
517 1 -0.326137681230382
517 2 -2.6648899854186783
518 1 -0.7677106294356426
518 2 -3.6001623830921874
519 1 1.0267204763301248
519 2 -2.7420197259268035
520 1 1.185348104561303
520 2 -3.898734056353595
521 1 1.476755374424397
521 2 -3.3881578415368083
522 1 4.031746054094986
522 2 -1.7774041269623417
523 1 -0.547955878197377
523 2 -3.6119954129664964
524 1 -1.4923693440401604
524 2 -3.5357331412775324
525 1 1.869835505309816
525 2 -4.843271634340246
526 1 -0.21437166279626219
526 2 -4.239678767485557
527 1 1.496893486573317
527 2 -2.716972931303107
528 1 2.275105203388516
528 2 -1.988937920707873
529 1 1.819483952962209
529 2 -3.649176040372534
530 1 0.7713569778076361
530 2 -3.3208324732257757
531 1 1.965628679593376
531 2 -4.872777101829683
532 1 0.28052314103749976
532 2 -2.3173796291727395
533 1 0.2915712415665648
533 2 -3.5827370989595995
534 1 0.4779204969915116
534 2 -3.689398528910002
535 1 1.3041780289819163
535 2 -5.7556573886079905
536 1 0.29995217407841546
536 2 -3.777505583643934
537 1 2.798465243710746
