,iteration,P_i,C_j
174,0,175,5
175,0,176,5
176,0,177,5
177,0,178,5
178,0,179,5
179,0,180,5
180,0,181,5
181,0,182,5
182,0,183,5
183,0,184,5
184,0,185,5
185,0,186,5
186,0,187,5
187,0,188,5
188,0,189,5
189,0,190,5
190,0,191,5
191,0,192,5
192,0,193,5
193,0,194,5
194,0,195,5
195,0,196,5
196,0,197,5
197,0,198,5
198,0,199,5
199,0,200,5
200,0,201,5
201,0,202,5
202,0,203,5
203,0,204,5
204,0,205,5
205,0,206,5
206,0,207,5
207,0,208,5
208,0,209,5
209,0,210,5
210,0,211,5
211,0,212,5
212,0,213,5
213,0,214,5
214,0,215,5
215,0,216,5
216,0,217,5
217,0,218,5
218,0,219,5
219,0,220,5
220,0,221,5
221,0,222,5
222,0,223,5
223,0,224,5
224,0,225,5
225,0,226,5
226,0,227,5
227,0,228,5
228,0,229,5
229,0,230,5
230,0,231,5
231,0,232,5
232,0,233,5
233,0,234,5
234,0,235,5
235,0,236,5
236,0,237,5
237,0,238,5
238,0,239,5
239,0,240,5
240,0,241,5
241,0,242,5
242,0,243,5
243,0,244,5
244,0,245,5
245,0,246,5
246,0,247,5
247,0,248,5
248,0,249,5
249,0,250,5
250,0,251,5
251,0,252,5
252,0,253,5
253,0,254,5
254,0,255,5
255,0,256,5
256,0,257,5
257,0,258,5
258,0,259,5
259,0,260,5
260,0,261,5
261,0,262,5
262,0,263,5
263,0,264,5
264,0,265,5
265,0,266,5
266,0,267,5
267,0,268,5
268,0,269,5
269,0,270,5
270,0,271,5
271,0,272,5
272,0,273,5
273,0,274,5
274,0,275,5
275,0,276,5
276,0,277,5
277,0,278,5
278,0,279,5
279,0,280,5
280,0,281,5
281,0,282,5
282,0,283,5
283,0,284,5
284,0,285,5
285,0,286,5
286,0,287,5
287,0,288,5
288,0,289,5
289,0,290,5
290,0,291,5
291,0,292,5
292,0,293,5
293,0,294,5
294,0,295,5
295,0,296,5
296,0,297,5
297,0,298,5
298,0,299,5
299,0,300,5
300,0,301,5
301,0,302,5
302,0,303,5
303,0,304,5
304,0,305,5
305,0,306,5
306,0,307,5
307,0,308,5
308,0,309,5
309,0,310,5
310,0,311,5
311,0,312,5
312,0,313,5
313,0,314,5
314,0,315,5
315,0,316,5
316,0,317,5
317,0,318,5
318,0,319,5
319,0,320,5
320,0,321,5
321,0,322,5
322,0,323,5
323,0,324,5
324,0,325,5
325,0,326,5
326,0,327,5
327,0,328,5
328,0,329,5
329,0,330,5
330,0,331,5
331,0,332,5
332,0,333,5
333,0,334,5
334,0,335,5
335,0,336,5
336,0,337,5
337,0,338,5
338,0,339,5
339,0,340,5
340,0,341,5
341,0,342,5
342,0,343,5
343,0,344,5
344,0,345,5
345,0,346,5
346,0,347,5
347,0,348,5
348,0,349,5
349,0,350,5
350,0,351,5
351,0,352,5
352,0,353,5
353,0,354,5
354,0,355,5
355,0,356,5
356,0,357,5
357,0,358,5
358,0,359,5
359,0,360,5
360,0,361,5
361,0,362,5
362,0,363,5
363,0,364,5
364,0,365,5
365,0,366,5
366,0,367,5
367,0,368,5
368,0,369,5
369,0,370,5
370,0,371,5
371,0,372,5
372,0,373,5
373,0,374,5
374,0,375,5
375,0,376,5
376,0,377,5
377,0,378,5
378,0,379,5
379,0,380,5
380,0,381,5
381,0,382,5
382,0,383,5
383,0,384,5
384,0,385,5
385,0,386,5
386,0,387,5
387,0,388,5
388,0,389,5
389,0,390,5
390,0,391,5
391,0,392,5
392,0,393,5
393,0,394,5
394,0,395,5
395,0,396,5
396,0,397,5
397,0,398,5
398,0,399,5
399,0,400,5
400,0,401,5
401,0,402,5
402,0,403,5
403,0,404,5
404,0,405,5
405,0,406,5
406,0,407,5
407,0,408,5
408,0,409,5
409,0,410,5
410,0,411,5
411,0,412,5
412,0,413,5
413,0,414,5
414,0,415,5
415,0,416,5
416,0,417,5
417,0,418,5
418,0,419,5
419,0,420,5
420,0,421,5
421,0,422,5
422,0,423,5
423,0,424,5
424,0,425,5
425,0,426,5
426,0,427,5
427,0,428,5
428,0,429,5
429,0,430,5
430,0,431,5
431,0,432,5
432,0,433,5
433,0,434,5
434,0,435,5
435,0,436,5
436,0,437,5
437,0,438,5
438,0,439,5
439,0,440,5
440,0,441,5
441,0,442,5
442,0,443,5
443,0,444,5
444,0,445,5
445,0,446,5
446,0,447,5
447,0,448,5
448,0,449,5
449,0,450,5
450,0,451,5
451,0,452,5
452,0,453,5
453,0,454,5
454,0,455,5
455,0,456,5
456,0,457,5
457,0,458,5
458,0,459,5
459,0,460,5
460,0,461,5
461,0,462,5
462,0,463,5
463,0,464,5
464,0,465,5
465,0,466,5
466,0,467,5
467,0,468,5
468,0,469,5
469,0,470,5
470,0,471,5
471,0,472,5
472,0,473,5
473,0,474,5
474,0,475,5
475,0,476,5
476,0,477,5
477,0,478,5
478,0,479,5
479,0,480,5
480,0,481,5
481,0,482,5
482,0,483,5
483,0,484,5
484,0,485,5
485,0,486,5
486,0,487,5
487,0,488,5
488,0,489,5
489,0,490,5
490,0,491,5
491,0,492,5
492,0,493,5
493,0,494,5
494,0,495,5
495,0,496,5
496,0,497,5
497,0,498,5
498,0,499,5
499,0,500,5
500,0,501,5
501,0,502,5
502,0,503,5
503,0,504,5
504,0,505,5
505,0,506,5
506,0,507,5
507,0,508,5
508,0,509,5
509,0,510,5
510,0,511,5
511,0,512,5
512,0,513,5
513,0,514,5
514,0,515,5
515,0,516,5
516,0,517,5
517,0,518,5
518,0,519,5
519,0,520,5
520,0,521,5
521,0,522,5
522,0,523,5
523,0,524,5
524,0,525,5
525,0,526,5
526,0,527,5
527,0,528,5
528,0,529,5
529,0,530,5
530,0,531,5
531,0,532,5
532,0,533,5
533,0,534,5
534,0,535,5
535,0,536,5
536,0,537,5
537,0,538,5
538,0,539,5
539,0,540,5
540,0,541,5
541,0,542,5
542,0,543,5
543,0,544,5
544,0,545,5
545,0,546,5
546,0,547,5
547,0,548,5
548,0,549,5
549,0,550,5
550,0,551,5
551,0,552,5
552,0,553,5
553,0,554,5
554,0,555,5
555,0,556,5
556,0,557,5
557,0,558,5
558,0,559,5
559,0,560,5
560,0,561,5
561,0,562,5
562,0,563,5
563,0,564,5
564,0,565,5
565,0,566,5
566,0,567,5
567,0,568,5
568,0,569,5
569,0,570,5
570,0,571,5
571,0,572,5
572,0,573,5
573,0,574,5
574,0,575,5
575,0,576,5
576,0,577,5
577,0,578,5
578,0,579,5
579,0,580,5
580,0,581,5
581,0,582,5
582,0,583,5
583,0,584,5
584,0,585,5
585,0,586,5
586,0,587,5
587,0,588,5
588,0,589,5
589,0,590,5
590,0,591,5
591,0,592,5
592,0,593,5
593,0,594,5
594,0,595,5
595,0,596,5
596,0,597,5
597,0,598,5
598,0,599,5
599,0,600,5
600,0,601,5
601,0,602,5
602,0,603,5
603,0,604,5
604,0,605,5
605,0,606,5
606,0,607,5
607,0,608,5
608,0,609,5
609,0,610,5
610,0,611,5
611,0,612,5
612,0,613,5
613,0,614,5
614,0,615,5
615,0,616,5
616,0,617,5
617,0,618,5
618,0,619,5
619,0,620,5
620,0,621,5
621,0,622,5
622,0,623,5
623,0,624,5
624,0,625,5
625,0,626,5
626,0,627,5
627,0,628,5
628,0,629,5
629,0,630,5
630,0,631,5
631,0,632,5
632,0,633,5
633,0,634,5
634,0,635,5
635,0,636,5
636,0,637,5
637,0,638,5
638,0,639,5
639,0,640,5
640,0,641,5
641,0,642,5
642,0,643,5
643,0,644,5
644,0,645,5
645,0,646,5
646,0,647,5
647,0,648,5
648,0,649,5
649,0,650,5
650,0,651,5
651,0,652,5
652,0,653,5
653,0,654,5
654,0,655,5
655,0,656,5
656,0,657,5
657,0,658,5
658,0,659,5
659,0,660,5
660,0,661,5
661,0,662,5
662,0,663,5
663,0,664,5
664,0,665,5
665,0,666,5
666,0,667,5
667,0,668,5
668,0,669,5
669,0,670,5
670,0,671,5
671,0,672,5
672,0,673,5
673,0,674,5
674,0,675,5
675,0,676,5
676,0,677,5
677,0,678,5
678,0,679,5
679,0,680,5
680,0,681,5
681,0,682,5
682,0,683,5
683,0,684,5
684,0,685,5
685,0,686,5
686,0,687,5
687,0,688,5
688,0,689,5
689,0,690,5
690,0,691,5
691,0,692,5
692,0,693,5
693,0,694,5
694,0,695,5
695,0,696,5
696,0,697,5
697,0,698,5
698,0,699,5
699,0,700,5
700,0,701,5
701,0,702,5
702,0,703,5
703,0,704,5
704,0,705,5
705,0,706,5
706,0,707,5
707,0,708,5
708,0,709,5
709,0,710,5
710,0,711,5
711,0,712,5
712,0,713,5
713,0,714,5
714,0,715,5
715,0,716,5
716,0,717,5
717,0,718,5
718,0,719,5
719,0,720,5
720,0,721,5
721,0,722,5
722,0,723,5
723,0,724,5
724,0,725,5
725,0,726,5
726,0,727,5
727,0,728,5
728,0,729,5
729,0,730,5
730,0,731,5
731,0,732,5
732,0,733,5
733,0,734,5
734,0,735,5
735,0,736,5
736,0,737,5
737,0,738,5
738,0,739,5
739,0,740,5
740,0,741,5
741,0,742,5
742,0,743,5
743,0,744,5
744,0,745,5
745,0,746,5
746,0,747,5
747,0,748,5
748,0,749,5
749,0,750,5
750,0,751,5
751,0,752,5
752,0,753,5
753,0,754,5
754,0,755,5
755,0,756,5
756,0,757,5
757,0,758,5
758,0,759,5
759,0,760,5
760,0,761,5
761,0,762,5
762,0,763,5
763,0,764,5
764,0,765,5
765,0,766,5
766,0,767,5
767,0,768,5
768,0,769,5
769,0,770,5
770,0,771,5
771,0,772,5
772,0,773,5
773,0,774,5
774,0,775,5
775,0,776,5
776,0,777,5
777,0,778,5
778,0,779,5
779,0,780,5
780,0,781,5
781,0,782,5
782,0,783,5
783,0,784,5
784,0,785,5
785,0,786,5
786,0,787,5
787,0,788,5
788,0,789,5
789,0,790,5
790,0,791,5
791,0,792,5
792,0,793,5
793,0,794,5
794,0,795,5
795,0,796,5
796,0,797,5
797,0,798,5
798,0,799,5
799,0,800,5
800,0,801,5
801,0,802,5
802,0,803,5
803,0,804,5
804,0,805,5
805,0,806,5
806,0,807,5
807,0,808,5
808,0,809,5
809,0,810,5
810,0,811,5
811,0,812,5
812,0,813,5
813,0,814,5
814,0,815,5
815,0,816,5
816,0,817,5
817,0,818,5
818,0,819,5
819,0,820,5
820,0,821,5
821,0,822,5
822,0,823,5
823,0,824,5
824,0,825,5
825,0,826,5
826,0,827,5
827,0,828,5
828,0,829,5
829,0,830,5
830,0,831,5
831,0,832,5
832,0,833,5
833,0,834,5
834,0,835,5
835,0,836,5
836,0,837,5
837,0,838,5
838,0,839,5
839,0,840,5
840,0,841,5
841,0,842,5
842,0,843,5
843,0,844,5
844,0,845,5
845,0,846,5
846,0,847,5
847,0,848,5
848,0,849,5
849,0,850,5
850,0,851,5
851,0,852,5
852,0,853,5
853,0,854,5
854,0,855,5
855,0,856,5
856,0,857,5
857,0,858,5
858,0,859,5
859,0,860,5
860,0,861,5
861,0,862,5
862,0,863,5
863,0,864,5
864,0,865,5
865,0,866,5
866,0,867,5
867,0,868,5
868,0,869,5
869,0,870,5
870,0,871,5
871,0,872,5
872,0,873,5
873,0,874,5
874,0,875,5
875,0,876,5
876,0,877,5
877,0,878,5
878,0,879,5
879,0,880,5
880,0,881,5
881,0,882,5
882,0,883,5
883,0,884,5
884,0,885,5
885,0,886,5
886,0,887,5
887,0,888,5
888,0,889,5
889,0,890,5
890,0,891,5
891,0,892,5
892,0,893,5
893,0,894,5
894,0,895,5
895,0,896,5
896,0,897,5
897,0,898,5
898,0,899,5
899,0,900,5
900,0,901,5
901,0,902,5
902,0,903,5
903,0,904,5
904,0,905,5
905,0,906,5
906,0,907,5
907,0,908,5
908,0,909,5
909,0,910,5
910,0,911,5
911,0,912,5
912,0,913,5
913,0,914,5
914,0,915,5
915,0,916,5
916,0,917,5
917,0,918,5
918,0,919,5
919,0,920,5
920,0,921,5
921,0,922,5
922,0,923,5
923,0,924,5
924,0,925,5
925,0,926,5
926,0,927,5
927,0,928,5
928,0,929,5
929,0,930,5
930,0,931,5
931,0,932,5
932,0,933,5
933,0,934,5
934,0,935,5
935,0,936,5
936,0,937,5
937,0,938,5
938,0,939,5
939,0,940,5
940,0,941,5
941,0,942,5
942,0,943,5
943,0,944,5
944,0,945,5
945,0,946,5
946,0,947,5
947,0,948,5
948,0,949,5
949,0,950,5
950,0,951,5
951,0,952,5
952,0,953,5
953,0,954,5
954,0,955,5
955,0,956,5
956,0,957,5
957,0,958,5
958,0,959,5
959,0,960,5
960,0,961,5
961,0,962,5
962,0,963,5
963,0,964,5
964,0,965,5
965,0,966,5
966,0,967,5
967,0,968,5
968,0,969,5
969,0,970,5
970,0,971,5
971,0,972,5
972,0,973,5
973,0,974,5
974,0,975,5
975,0,976,5
976,0,977,5
977,0,978,5
978,0,979,5
979,0,980,5
980,0,981,5
981,0,982,5
982,0,983,5
983,0,984,5
984,0,985,5
985,0,986,5
986,0,987,5
987,0,988,5
988,0,989,5
989,0,990,5
990,0,991,5
991,0,992,5
992,0,993,5
993,0,994,5
994,0,995,5
995,0,996,5
996,0,997,5
997,0,998,5
998,0,999,5
999,0,1000,5
1000,0,1001,5
1001,0,1002,5
1002,0,1003,5
1003,0,1004,5
1004,0,1005,5
1005,0,1006,5
1006,0,1007,5
1007,0,1008,5
1008,0,1009,5
1009,0,1010,5
1010,0,1011,5
1011,0,1012,5
1012,0,1013,5
1013,0,1014,5
1014,0,1015,5
1015,0,1016,5
1016,0,1017,5
1017,0,1018,5
1018,0,1019,5
1019,0,1020,5
1020,0,1021,5
1021,0,1022,5
1022,0,1023,5
1023,0,1024,5
1024,0,1025,5
1025,0,1026,5
1026,0,1027,5
1027,0,1028,5
1028,0,1029,5
1029,0,1030,5
1030,0,1031,5
1031,0,1032,5
1032,0,1033,5
1033,0,1034,5
1034,0,1035,5
1035,0,1036,5
1036,0,1037,5
1037,0,1038,5
1038,0,1039,5
1039,0,1040,5
1040,0,1041,5
1041,0,1042,5
1042,0,1043,5
1043,0,1044,5
1044,0,1045,5
1045,0,1046,5
1046,0,1047,5
1047,0,1048,5
1048,0,1049,5
1049,0,1050,5
1050,0,1051,5
1051,0,1052,5
1052,0,1053,5
1053,0,1054,5
1054,0,1055,5
1055,0,1056,5
1056,0,1057,5
1057,0,1058,5
1058,0,1059,5
1059,0,1060,5
1060,0,1061,5
1061,0,1062,5
1062,0,1063,5
1063,0,1064,5
1064,0,1065,5
1065,0,1066,5
1066,0,1067,5
1067,0,1068,5
1068,0,1069,5
1069,0,1070,5
1070,0,1071,5
1071,0,1072,5
1072,0,1073,5
1073,0,1074,5
1074,0,1075,5
1075,0,1076,5
1076,0,1077,5
1077,0,1078,5
1078,0,1079,5
1079,0,1080,5
1080,0,1081,5
1081,0,1082,5
1082,0,1083,5
1083,0,1084,5
1084,0,1085,5
1085,0,1086,5
1086,0,1087,5
1087,0,1088,5
1088,0,1089,5
1089,0,1090,5
1090,0,1091,5
1091,0,1092,5
1092,0,1093,5
1093,0,1094,5
1094,0,1095,5
1095,0,1096,5
1096,0,1097,5
1097,0,1098,5
1098,0,1099,5
1099,0,1100,5
1100,0,1101,5
1101,0,1102,5
1102,0,1103,5
1103,0,1104,5
1104,0,1105,5
1105,0,1106,5
1106,0,1107,5
1107,0,1108,5
1108,0,1109,5
1109,0,1110,5
1110,0,1111,5
1111,0,1112,5
1112,0,1113,5
1113,0,1114,5
1114,0,1115,5
1115,0,1116,5
1116,0,1117,5
1117,0,1118,5
1118,0,1119,5
1119,0,1120,5
1120,0,1121,5
1121,0,1122,5
1122,0,1123,5
1123,0,1124,5
1124,0,1125,5
1125,0,1126,5
1126,0,1127,5
1127,0,1128,5
1128,0,1129,5
1129,0,1130,5
1130,0,1131,5
1131,0,1132,5
1132,0,1133,5
1133,0,1134,5
1134,0,1135,5
1135,0,1136,5
1136,0,1137,5
1137,0,1138,5
1138,0,1139,5
1139,0,1140,5
1140,0,1141,5
1141,0,1142,5
1142,0,1143,5
1143,0,1144,5
1144,0,1145,5
1145,0,1146,5
1146,0,1147,5
1147,0,1148,5
1148,0,1149,5
1149,0,1150,5
1150,1,1,1
1151,1,2,2
1152,1,3,3
1153,1,4,4
1154,1,5,4
1155,1,6,1
1156,1,7,3
1157,1,8,4
1158,1,9,5
1159,1,10,1
1160,1,11,5
1161,1,12,2
1162,1,13,3
1163,1,14,1
1164,1,15,3
1165,1,16,2
1166,1,17,1
1167,1,18,2
1168,1,19,4
1169,1,20,1
1170,1,21,2
1171,1,22,1
1172,1,23,1
1173,1,24,1
1174,1,25,2
1175,1,26,5
1176,1,27,1
1177,1,28,2
1178,1,29,1
1179,1,30,1
1180,1,31,1
1181,1,32,1
1182,1,33,3
1183,1,34,3
1184,1,35,3
1185,1,36,1
1186,1,37,5
1187,1,38,1
1188,1,39,3
1189,1,40,1
1190,1,41,4
1191,1,42,1
1192,1,43,2
1193,1,44,1
1194,1,45,5
1195,1,46,1
1196,1,47,5
1197,1,48,2
1198,1,49,1
1199,1,50,5
1200,1,51,1
1201,1,52,5
1202,1,53,2
1203,1,54,1
1204,1,55,5
1205,1,56,1
1206,1,57,1
1207,1,58,3
1208,1,59,1
1209,1,60,4
1210,1,61,4
1211,1,62,3
1212,1,63,2
1213,1,64,5
1214,1,65,2
1215,1,66,1
1216,1,67,1
1217,1,68,5
1218,1,69,5
1219,1,70,2
1220,1,71,1
1221,1,72,5
1222,1,73,1
1223,1,74,1
1224,1,75,5
1225,1,76,1
1226,1,77,1
1227,1,78,4
1228,1,79,5
1229,1,80,5
1230,1,81,5
1231,1,82,1
1232,1,83,2
1233,1,84,1
1234,1,85,5
1235,1,86,5
1236,1,87,5
1237,1,88,2
1238,1,89,5
1239,1,90,4
1240,1,91,1
1241,1,92,1
1242,1,93,5
1243,1,94,2
1244,1,95,2
1245,1,96,1
1246,1,97,2
1247,1,98,1
1248,1,99,3
1249,1,100,3
1250,1,101,5
1251,1,102,5
1252,1,103,5
1253,1,104,1
1254,1,105,4
1255,1,106,5
1256,1,107,1
1257,1,108,5
1258,1,109,1
1259,1,110,4
1260,1,111,1
1261,1,112,1
1262,1,113,1
1263,1,114,3
1264,1,115,3
1265,1,116,1
1266,1,117,1
1267,1,118,4
1268,1,119,3
1269,1,120,1
1270,1,121,1
1271,1,122,5
1272,1,123,2
1273,1,124,1
1274,1,125,1
1275,1,126,1
1276,1,127,1
1277,1,128,1
1278,1,129,2
1279,1,130,2
1280,1,131,3
1281,1,132,2
1282,1,133,1
1283,1,134,1
1284,1,135,2
1285,1,136,1
1286,1,137,1
1287,1,138,5
1288,1,139,5
1289,1,140,3
1290,1,141,3
1291,1,142,1
1292,1,143,1
1293,1,144,1
1294,1,145,1
1295,1,146,1
1296,1,147,1
1297,1,148,4
1298,1,149,5
1299,1,150,3
1300,1,151,4
1301,1,152,3
1302,1,153,4
1303,1,154,2
1304,1,155,1
1305,1,156,1
1306,1,157,3
1307,1,158,5
1308,1,159,1
1309,1,160,4
1310,1,161,1
1311,1,162,1
1312,1,163,2
1313,1,164,1
1314,1,165,2
1315,1,166,1
1316,1,167,2
1317,1,168,1
1318,1,169,1
1319,1,170,1
1320,1,171,3
1321,1,172,3
1322,1,173,1
1323,1,174,3
1324,1,175,1
1325,1,176,1
1326,1,177,1
1327,1,178,1
1328,1,179,5
1329,1,180,2
1330,1,181,2
1331,1,182,1
1332,1,183,3
1333,1,184,5
1334,1,185,2
1335,1,186,1
1336,1,187,1
1337,1,188,2
1338,1,189,1
1339,1,190,1
1340,1,191,3
1341,1,192,2
1342,1,193,4
1343,1,194,2
1344,1,195,1
1345,1,196,1
1346,1,197,2
1347,1,198,3
1348,1,199,1
1349,1,200,2
1350,1,201,1
1351,1,202,1
1352,1,203,1
1353,1,204,1
1354,1,205,2
1355,1,206,5
1356,1,207,1
1357,1,208,5
1358,1,209,1
1359,1,210,5
1360,1,211,1
1361,1,212,5
1362,1,213,1
1363,1,214,4
1364,1,215,1
1365,1,216,5
1366,1,217,3
1367,1,218,3
1368,1,219,5
1369,1,220,5
1370,1,221,2
1371,1,222,1
1372,1,223,1
1373,1,224,3
1374,1,225,1
1375,1,226,1
1376,1,227,2
1377,1,228,2
1378,1,229,4
1379,1,230,1
1380,1,231,1
1381,1,232,5
1382,1,233,5
1383,1,234,1
1384,1,235,1
1385,1,236,4
1386,1,237,4
1387,1,238,1
1388,1,239,1
1389,1,240,1
1390,1,241,2
1391,1,242,1
1392,1,243,1
1393,1,244,4
1394,1,245,1
1395,1,246,1
1396,1,247,1
1397,1,248,1
1398,1,249,1
1399,1,250,2
1400,1,251,1
1401,1,252,5
1402,1,253,1
1403,1,254,2
1404,1,255,1
1405,1,256,1
1406,1,257,1
1407,1,258,4
1408,1,259,2
1409,1,260,3
1410,1,261,5
1411,1,262,5
1412,1,263,1
1413,1,264,1
1414,1,265,3
1415,1,266,4
1416,1,267,4
1417,1,268,5
1418,1,269,2
1419,1,270,3
1420,1,271,1
1421,1,272,4
1422,1,273,1
1423,1,274,1
1424,1,275,1
1425,1,276,5
1426,1,277,1
1427,1,278,1
1428,1,279,1
1429,1,280,5
1430,1,281,2
1431,1,282,5
1432,1,283,1
1433,1,284,5
1434,1,285,4
1435,1,286,5
1436,1,287,1
1437,1,288,1
1438,1,289,2
1439,1,290,1
1440,1,291,2
1441,1,292,5
1442,1,293,3
1443,1,294,2
1444,1,295,3
1445,1,296,1
1446,1,297,2
1447,1,298,4
1448,1,299,5
1449,1,300,2
1450,1,301,5
1451,1,302,5
1452,1,303,2
1453,1,304,2
1454,1,305,2
1455,1,306,2
1456,1,307,1
1457,1,308,1
1458,1,309,1
1459,1,310,2
1460,1,311,1
1461,1,312,1
1462,1,313,1
1463,1,314,1
1464,1,315,4
1465,1,316,4
1466,1,317,1
1467,1,318,5
1468,1,319,2
1469,1,320,1
1470,1,321,1
1471,1,322,1
1472,1,323,1
1473,1,324,1
1474,1,325,4
1475,1,326,3
1476,1,327,2
1477,1,328,5
1478,1,329,2
1479,1,330,5
1480,1,331,1
1481,1,332,4
1482,1,333,1
1483,1,334,5
1484,1,335,1
1485,1,336,1
1486,1,337,3
1487,1,338,2
1488,1,339,2
1489,1,340,1
1490,1,341,1
1491,1,342,1
1492,1,343,4
1493,1,344,1
1494,1,345,4
1495,1,346,4
1496,1,347,2
1497,1,348,4
1498,1,349,2
1499,1,350,5
1500,1,351,1
1501,1,352,5
1502,1,353,1
1503,1,354,1
1504,1,355,2
1505,1,356,1
1506,1,357,5
1507,1,358,2
1508,1,359,2
1509,1,360,4
1510,1,361,1
1511,1,362,1
1512,1,363,1
1513,1,364,4
1514,1,365,1
1515,1,366,2
1516,1,367,1
1517,1,368,2
1518,1,369,1
1519,1,370,1
1520,1,371,1
1521,1,372,1
1522,1,373,4
1523,1,374,1
1524,1,375,1
1525,1,376,5
1526,1,377,1
1527,1,378,1
1528,1,379,1
1529,1,380,1
1530,1,381,1
1531,1,382,1
1532,1,383,4
1533,1,384,2
1534,1,385,1
1535,1,386,2
1536,1,387,1
1537,1,388,5
1538,1,389,2
1539,1,390,2
1540,1,391,3
1541,1,392,1
1542,1,393,2
1543,1,394,1
1544,1,395,2
1545,1,396,4
1546,1,397,1
1547,1,398,1
1548,1,399,1
1549,1,400,1
1550,1,401,1
1551,1,402,2
1552,1,403,3
1553,1,404,2
1554,1,405,3
1555,1,406,1
1556,1,407,3
1557,1,408,2
1558,1,409,2
1559,1,410,4
1560,1,411,2
1561,1,412,4
1562,1,413,1
1563,1,414,1
1564,1,415,1
1565,1,416,2
1566,1,417,1
1567,1,418,4
1568,1,419,3
1569,1,420,1
1570,1,421,1
1571,1,422,5
1572,1,423,1
1573,1,424,1
1574,1,425,5
1575,1,426,1
1576,1,427,2
1577,1,428,2
1578,1,429,1
1579,1,430,5
1580,1,431,3
1581,1,432,1
1582,1,433,2
1583,1,434,5
1584,1,435,5
1585,1,436,5
1586,1,437,2
1587,1,438,5
1588,1,439,5
1589,1,440,1
1590,1,441,4
1591,1,442,1
1592,1,443,1
1593,1,444,3
1594,1,445,5
1595,1,446,1
1596,1,447,2
1597,1,448,2
1598,1,449,4
1599,1,450,3
1600,1,451,3
1601,1,452,5
1602,1,453,1
1603,1,454,5
1604,1,455,3
1605,1,456,3
1606,1,457,1
1607,1,458,2
1608,1,459,2
1609,1,460,3
1610,1,461,1
1611,1,462,1
1612,1,463,4
1613,1,464,5
1614,1,465,5
1615,1,466,1
1616,1,467,3
1617,1,468,3
1618,1,469,5
1619,1,470,4
1620,1,471,1
1621,1,472,2
1622,1,473,1
1623,1,474,1
1624,1,475,2
1625,1,476,5
1626,1,477,5
1627,1,478,2
1628,1,479,1
1629,1,480,2
1630,1,481,5
1631,1,482,5
1632,1,483,5
1633,1,484,1
1634,1,485,5
1635,1,486,2
1636,1,487,2
1637,1,488,5
1638,1,489,2
1639,1,490,5
1640,1,491,1
1641,1,492,5
1642,1,493,1
1643,1,494,5
1644,1,495,1
1645,1,496,2
1646,1,497,3
