param NumberOfPoints:=1000;
param NumberOfDimensions:=2;
param NumberOfClusters:=1;
param Point:=
62 2 -8.91067102394188
63 1 -8.36742873358743
63 2 -9.987413561594908
64 1 -6.472543635206794
64 2 -8.331269169852824
65 1 -7.2944423077688425
65 2 -12.146051989783938
66 1 -8.100561138701563
66 2 -7.912171970346577
67 1 -5.998315783813943
67 2 -7.757698504509333
68 1 -6.248885882414589
68 2 -10.625005065497328
69 1 -6.937501876902962
69 2 -9.427787018187543
70 1 -6.740184594771947
70 2 -10.396989652264853
71 1 -7.585013251503979
71 2 -11.09507918350693
72 1 -5.610409546793677
72 2 -8.5327180132951
73 1 -5.902242852177248
73 2 -8.673557219646927
74 1 -7.294548621727612
74 2 -10.849247211078238
75 1 -4.675243368151792
75 2 -10.195588887422097
76 1 -6.252952150513235
76 2 -8.462205464375236
77 1 -6.481167896474499
77 2 -8.564321664549862
78 1 -6.49016863706945
78 2 -8.676707122918588
79 1 -6.493766406342107
79 2 -9.32949810812092
80 1 -5.260666866591791
80 2 -9.527858821354762
81 1 -6.551719266153832
81 2 -8.610404807736494
82 1 -5.490039077855531
82 2 -8.76837488470914
83 1 -5.983605264287508
83 2 -9.610317219503814
84 1 -6.242049462514037
84 2 -8.567506688938778
85 1 -6.160210981200775
85 2 -8.395274631404446
86 1 -7.7092150883693495
86 2 -10.906528042322389
87 1 -6.784056188675444
87 2 -7.962832018901877
88 1 -8.283242324303792
88 2 -8.561070983113728
89 1 -6.2998521776433805
89 2 -10.10620614527507
90 1 -6.107057974487534
90 2 -7.3355016851046715
91 1 -5.061831984319815
91 2 -8.652603855948234
92 1 -8.349399684609985
92 2 -9.624914334117403
93 1 -7.020020129328901
93 2 -8.802382637086342
94 1 -6.03834953176123
94 2 -8.081426143403807
95 1 -4.085341855047609
95 2 -9.345987222618902
96 1 -4.907642576065821
96 2 -9.563501512185642
97 1 -5.706082595910739
97 2 -9.814836568002335
98 1 -6.054215035231154
98 2 -9.03396141522481
99 1 -6.25865930167077
99 2 -9.249095852803759
100 1 -6.860003793987816
100 2 -9.983392256263164
101 1 -8.256273631672839
101 2 -10.155946607789966
102 1 -5.162044890286667
102 2 -7.966260889043109
103 1 -4.681966302473226
103 2 -10.43090256224086
104 1 -7.132162848504133
104 2 -9.143045367642474
105 1 -6.8541122593415045
105 2 -10.24065637597137
106 1 -4.608008220391639
106 2 -9.135708080007994
107 1 -5.312161548919809
107 2 -8.756130562771709
108 1 -6.768153552098497
108 2 -8.638694468794482
109 1 -8.40031776169606
109 2 -8.325307307299685
110 1 -6.597377018848609
110 2 -10.410654146769158
111 1 -7.613621103238938
111 2 -9.333204666255705
112 1 -7.471798060612792
112 2 -8.70558602685568
113 1 -5.498306846253717
113 2 -8.993410763536751
114 1 -5.669667551783693
114 2 -9.229198835765029
115 1 -6.943476573000377
115 2 -10.317367081438807
116 1 -6.065593307776054
116 2 -9.099832305343135
117 1 -6.953171410651615
117 2 -9.717791524677597
118 1 -6.825435956421679
118 2 -7.746841273135184
119 1 -6.8477270611415815
119 2 -10.528822780295341
120 1 -6.1913178229132875
120 2 -7.974900230167165
121 1 -5.960506795188333
121 2 -10.103484187607693
122 1 -5.4387244614144254
122 2 -6.806232832028596
123 1 -7.068730212759811
123 2 -9.330267563824005
124 1 -7.870810940373324
124 2 -10.409239975941013
125 1 -7.337252422730889
125 2 -9.202014704173989
126 1 -6.513035463546637
126 2 -9.65602744507138
127 1 -8.346268032398445
127 2 -8.824097814971646
128 1 -5.968479452311386
128 2 -9.587520282338735
129 1 -7.245096304168277
129 2 -9.08050586885032
130 1 -5.526422112558304
130 2 -9.613304426552626
131 1 -6.619177856055396
131 2 -7.841305447707416
132 1 -6.880091816610461
132 2 -9.292893707844831
133 1 -5.628932427462
133 2 -8.216064461437593
134 1 -7.860980310331016
134 2 -9.759143541019595
135 1 -7.2164713688718924
135 2 -9.76774646521456
136 1 -5.870530029494375
136 2 -8.858362768396123
137 1 -6.262931978279306
137 2 -10.899534464711419
138 1 -5.640039831257808
138 2 -9.960206075838336
139 1 -6.145214154970838
139 2 -8.814941278292627
140 1 -4.218259439841357
140 2 -9.25033231616206
141 1 -6.409266333049785
141 2 -10.989020439323813
142 1 -7.893523587599853
142 2 -7.840841543227603
143 1 -6.620094404304083
143 2 -6.967767188363363
144 1 -5.803363007348475
144 2 -9.599528772769942
145 1 -5.464121961521507
145 2 -11.936878524852311
146 1 -6.787159442462323
146 2 -9.352487758391538
147 1 -5.598620168190623
147 2 -7.7470374474799595
148 1 -7.2138129994163425
148 2 -7.468748332613407
149 1 -6.58319024633354
149 2 -10.584040755124299
150 1 -5.99592271008009
150 2 -7.969271317209689
151 1 -6.9702321277651045
151 2 -11.073910104803977
152 1 -5.086953296477304
152 2 -8.473896141881406
153 1 -6.585392712151288
153 2 -9.326336186874197
154 1 -6.112906324618455
154 2 -10.640844894629263
155 1 -6.467530519447834
155 2 -9.69725831200219
156 1 -7.685729723049145
156 2 -9.189558666716774
157 1 -5.843899288942888
157 2 -7.336722922979009
158 1 -6.52462859468576
158 2 -9.906332566240053
159 1 -9.64845400664275
159 2 -9.216673958423984
160 1 -5.663154740794265
160 2 -9.580651301745696
161 1 -6.557299354197972
161 2 -9.033246009565957
162 1 -8.16379594810361
162 2 -10.240987733399043
163 1 -4.741942018848271
163 2 -11.773710224340036
164 1 -6.816079447380803
164 2 -10.3897790447677
165 1 -5.906756843295668
165 2 -9.626645715841391
166 1 -6.65042541700496
166 2 -10.14986483160359
167 1 -6.151952910256421
167 2 -9.021189720860619
168 1 -5.448984947631588
168 2 -8.240703688990124
169 1 -6.170764972752236
169 2 -9.411293736000465
170 1 -4.8247300899267165
170 2 -10.243427602641706
171 1 -5.261251230105492
171 2 -9.252548609476996
172 1 -6.62107759098639
172 2 -10.224574041257881
173 1 -6.916712774097419
173 2 -9.79445030312819
174 1 -7.404446221610655
174 2 -10.076416255668164
175 1 -6.383674277664891
175 2 -8.731955394930129
176 1 -5.959039075042146
176 2 -10.039923339396848
177 1 -5.1853631822450925
177 2 -8.389943063080116
178 1 -7.791385258375331
178 2 -9.449567947806418
179 1 -8.578001287364554
179 2 -9.203942109157152
180 1 -6.326124858679719
180 2 -9.838381057341763
181 1 -5.524091818602184
181 2 -9.113678917748217
182 1 -5.228849393991849
182 2 -8.986272721709085
183 1 -6.9360075355371285
183 2 -8.532318241634327
184 1 -6.596582986986729
184 2 -11.278499508505812
185 1 -5.571585440398958
185 2 -7.964604967910553
186 1 -7.169224945713172
186 2 -9.037963497828137
187 1 -5.758600326251498
187 2 -8.680760858244852
188 1 -5.977893910295132
188 2 -8.1340149904784
189 1 -7.445240728832528
189 2 -10.334197506048858
190 1 -6.200905961657509
190 2 -9.108289890116456
191 1 -7.333368606637172
191 2 -10.34268432482297
192 1 -7.322878755503979
192 2 -9.06862564215393
193 1 -5.904066328920412
193 2 -8.86129057064064
194 1 -7.2962773493445825
194 2 -10.661695491688766
195 1 -5.2019559237481054
195 2 -7.202835349965692
196 1 -6.878974793391108
196 2 -8.721793741606096
197 1 -7.182932465033119
197 2 -8.704243920608535
198 1 -6.661765218670046
198 2 -8.599220254549909
199 1 -7.225952993896072
199 2 -10.290706626275975
200 1 -6.749350235012792
200 2 -10.592049101236388
201 1 -7.014919740519606
201 2 -10.842779721871048
202 1 -6.8838532692059315
202 2 -7.591625656656832
203 1 -9.025643101719105
203 2 -8.869297170407371
204 1 -5.013074199057315
204 2 -11.304551626198652
205 1 -6.286807894354677
205 2 -8.4667524647261
206 1 -6.645243176232727
206 2 -9.170919682017976
207 1 -6.9735133222263554
207 2 -8.604502692457173
208 1 -4.645411660335663
208 2 -10.2423760164541
209 1 -8.186804240009915
209 2 -9.05955734538659
210 1 -6.390603707274858
210 2 -8.103538213703855
211 1 -6.723576158562708
211 2 -10.337092921673921
212 1 -6.162308986838452
212 2 -9.319996567171305
213 1 -8.07217577838422
213 2 -9.02615723091353
214 1 -6.647644549779808
214 2 -9.313105700333473
215 1 -6.263032824450934
215 2 -8.49592199110787
216 1 -5.664000313587629
216 2 -9.391453669252023
217 1 -5.518720753562608
217 2 -9.892272283852545
218 1 -5.022454662782592
218 2 -8.485139977297012
219 1 -5.67709741394751
219 2 -9.61471033676474
220 1 -7.792338898296711
220 2 -10.47507938204791
221 1 -6.563776982750812
221 2 -10.37688334671819
222 1 -7.322836519797248
222 2 -8.365198659231464
223 1 -6.355891588138199
223 2 -7.990342568617463
224 1 -7.98516180339576
224 2 -9.816719744798942
225 1 -8.064314018798523
225 2 -10.810791351309796
226 1 -8.889018823033354
226 2 -8.865453479375109
227 1 -5.100307131843463
227 2 -9.869216799405791
228 1 -7.867788953839782
228 2 -10.120711771038565
229 1 -5.411117334506479
229 2 -10.333348178659344
230 1 -5.6405244689641965
230 2 -8.03616487720287
231 1 -7.6618590457447855
231 2 -7.395293044634414
232 1 -7.612050171934478
232 2 -8.66392920532385
233 1 -6.019507349840702
233 2 -11.43659207106905
234 1 -5.840118131630665
234 2 -10.101994454646308
235 1 -6.451705228317191
235 2 -8.494840369499801
236 1 -6.5760383934185205
236 2 -10.00476181311491
237 1 -6.054744366945746
237 2 -10.981213234997373
238 1 -6.60332506200784
238 2 -9.37374607486696
239 1 -6.2622301636528945
239 2 -10.207016204646402
240 1 -5.852953681599533
240 2 -9.157470569738825
241 1 -4.0927229692181
241 2 -10.55252895015089
242 1 -8.014096461161017
242 2 -9.844502679936717
243 1 -6.456621980085701
243 2 -9.728354249598798
244 1 -7.04683135958739
244 2 -9.125143858685606
245 1 -4.882409783585707
245 2 -10.581743306415431
246 1 -6.342255113002416
246 2 -9.766594677622566
247 1 -6.30537184928372
247 2 -10.130465634091374
248 1 -7.362837413544076
248 2 -8.371399112412764
249 1 -5.957209365140747
249 2 -9.463159048149178
250 1 -7.459963943427688
250 2 -9.241434639667027
251 1 -5.693762730991287
251 2 -10.641565465759449
252 1 -6.995492287649381
252 2 -10.339724702686208
253 1 -7.035420456536941
253 2 -9.615981628327605
254 1 -5.906101357588325
254 2 -9.231281890820899
255 1 -6.138119129053428
255 2 -7.705261359772496
256 1 -5.8810929612706815
256 2 -9.6171576986851
257 1 -5.546539008534271
257 2 -10.326616784759125
258 1 -6.2379960963736405
258 2 -8.022524780340586
259 1 -5.598477400803601
259 2 -9.894638831477213
260 1 -6.338874329262593
260 2 -9.507760714844547
261 1 -7.089980642153699
261 2 -9.160617238930268
262 1 -8.316592568164596
262 2 -10.139990361050174
263 1 -5.205036945382354
263 2 -8.870340098459817
264 1 -7.460715329637182
264 2 -8.367496716888004
265 1 -7.037793301603065
265 2 -9.485389881364304
266 1 -5.850476364222255
266 2 -9.86640066767534
267 1 -6.455308008611176
267 2 -10.17041409225125
268 1 -5.989512506731171
268 2 -9.933501472662925
269 1 -4.677087151542604
269 2 -9.85135562915606
270 1 -6.737438348017913
270 2 -9.056056189715717
271 1 -6.022412469419216
271 2 -9.738499537226087
272 1 -7.77889388057209
272 2 -8.676807850679658
273 1 -5.493634337253889
273 2 -10.863305286726185
274 1 -6.903589442292622
274 2 -9.659350090816291
275 1 -5.850487758244862
275 2 -10.36081882767254
276 1 -7.915392350332065
276 2 -7.573105919943655
277 1 -8.91336590011446
277 2 -10.606288244812045
278 1 -5.793392099432286
278 2 -6.531462309065143
279 1 -8.823634382870011
279 2 -9.003736458872046
280 1 -6.624078379639503
280 2 -9.346716095089311
281 1 -5.967059849533977
281 2 -9.21261446176595
282 1 -6.866589113376688
282 2 -9.797760077671438
283 1 -6.979713337632084
283 2 -10.159349808655913
284 1 -6.238864957586527
284 2 -9.755411505380255
285 1 -7.564733877080455
285 2 -9.74633558327333
286 1 -6.833931728023632
286 2 -10.511770859095861
287 1 -7.058757020823673
287 2 -10.33097102420803
288 1 -7.825897530679528
288 2 -10.766527945441721
289 1 -6.226228501977017
289 2 -9.553716668914845
290 1 -6.407179495090148
290 2 -9.871667165041869
291 1 -6.112770800580186
291 2 -9.649138850818417
292 1 -7.0478602150916165
292 2 -9.72899221148499
293 1 -6.657994828162598
293 2 -7.997407367630806
294 1 -5.671408367930272
294 2 -8.787388780044958
295 1 -7.563643275853874
295 2 -8.538535944515997
296 1 -7.024613786476016
296 2 -10.034757877138814
297 1 -5.848917278815529
297 2 -8.331758540297463
298 1 -5.756807588297133
298 2 -10.105525911268753
299 1 -6.590577940427305
299 2 -9.006326219121211
300 1 -7.901449465675393
300 2 -9.851146385495719
301 1 -6.1132310601546616
301 2 -8.332685369401235
302 1 -6.860018672114058
302 2 -10.239702511787316
303 1 -5.476173770630102
303 2 -9.054889315590957
304 1 -4.992020567042813
304 2 -10.372723276233092
305 1 -7.205929036114261
305 2 -9.316667494689522
306 1 -6.299620378321305
306 2 -9.46105647943109
307 1 -8.649576830959358
307 2 -11.092601484168163
308 1 -6.679823502471607
308 2 -8.257221558588405
309 1 -7.233342471547151
309 2 -8.811561355297814
310 1 -5.446456586133053
310 2 -12.366478576558688
311 1 -7.398415100214363
311 2 -9.189822338247074
312 1 -5.682768321981351
312 2 -9.33621889854974
313 1 -6.28298413463034
313 2 -9.451116521434907
314 1 -6.496680348944111
314 2 -9.209956406721046
315 1 -5.670046169192503
315 2 -9.790428589150652
316 1 -6.909495136485283
316 2 -10.874530275796232
317 1 -6.000949757722468
317 2 -9.983032539709624
318 1 -4.485825331899726
318 2 -8.868330168297861
319 1 -5.408205343888751
319 2 -10.91130335025782
320 1 -5.769569720672676
320 2 -8.869772600369803
321 1 -5.770713010272249
321 2 -10.367743862621836
322 1 -6.88538072289284
322 2 -9.778562892627932
323 1 -8.242823448094775
323 2 -9.187663547117705
324 1 -8.230566300398268
324 2 -9.182108137249264
325 1 -5.563354782326381
325 2 -8.603032910003456
326 1 -6.046846712931884
326 2 -10.632125865580832
327 1 -7.349545795253059
327 2 -8.35537199716516
328 1 -5.31648782261448
328 2 -9.45146095862559
329 1 -6.987573535366383
329 2 -8.508590526814356
330 1 -6.3339693275577575
330 2 -7.799646353225862
331 1 -6.597087786295689
331 2 -8.35101014933655
332 1 -6.644800464763197
332 2 -9.356227111981154
333 1 -5.788483885598178
333 2 -7.405486299567412
334 1 -5.510874963347302
334 2 -8.942959426774378
335 1 -7.5076015794086395
335 2 -10.473697361616674
336 1 -5.39587656280691
336 2 -8.91100697205284
337 1 -6.832227482401438
337 2 -11.713910840997833
338 1 -5.932674441447593
338 2 -10.375635018412892
339 1 -4.878165699604496
339 2 -9.142774986687996
340 1 -5.713589645693021
340 2 -8.87647990477518
341 1 -8.196905478670983
341 2 -9.016687531191305
342 1 -6.985162388529234
342 2 -8.615111251110125
343 1 -6.094425962519002
343 2 -11.102596617869658
344 1 -8.256593548434822
344 2 -10.079589175426783
345 1 -7.569243084753112
345 2 -8.571852784000823
346 1 -6.043276729740107
346 2 -10.135787622017935
347 1 -6.631182358055693
347 2 -10.180753898538276
348 1 -4.566926965644876
348 2 -8.726869516271913
349 1 -6.852804075080622
349 2 -9.305403902173671
350 1 -6.739712749327384
350 2 -10.472268657291748
351 1 -6.82811586565704
351 2 -10.396229414140556
352 1 -6.31877575324754
352 2 -9.18138881061664
353 1 -5.900885826904695
353 2 -8.632951583694709
354 1 -6.9772642421928746
354 2 -8.603478863712342
355 1 -7.744768584597961
355 2 -9.575868146308768
356 1 -6.9884322781748835
356 2 -10.531997932054644
357 1 -5.721178152314126
357 2 -9.851769699966198
358 1 -6.921205320138371
358 2 -10.335405052262814
359 1 -7.441076695603478
359 2 -9.93604110233132
360 1 -7.36909281837704
360 2 -9.165538301807734
361 1 -5.534771500793224
361 2 -8.439644676506028
362 1 -4.471071998581813
362 2 -9.378668153107215
363 1 -8.239566038675582
363 2 -9.001707866566642
364 1 -8.95299193243161
364 2 -9.445447220742821
365 1 -5.001258257343055
365 2 -10.269632169130958
366 1 -5.935170261007444
366 2 -9.176255328317453
367 1 -5.787370559132414
367 2 -9.055137252353603
368 1 -5.219718541879342
368 2 -9.824667843172701
369 1 -7.992515590784122
369 2 -9.41242677659461
370 1 -7.563073067159456
370 2 -10.961464347271995
371 1 -7.741861589711473
371 2 -10.498917117198936
372 1 -6.021137243286328
372 2 -9.498691106174174
373 1 -5.602034894463466
373 2 -9.644486620504777
374 1 -6.104312203897149
374 2 -9.408487280463389
375 1 -7.225083261593989
375 2 -8.3935208393237
376 1 -6.098824269541276
376 2 -10.908813563233446
377 1 -4.765927846240233
377 2 -7.687801862592805
378 1 -5.995916205077721
378 2 -8.338411184350653
379 1 -5.946243591639087
379 2 -10.48656992857853
380 1 -6.592473457634658
380 2 -10.940682749379707
381 1 -5.9745938670568
381 2 -8.943508267526573
382 1 -4.228928749359151
382 2 -10.73448863523366
383 1 -6.099812206825663
383 2 -11.937265861860023
384 1 -4.949567816708335
384 2 -10.023667921481426
385 1 -5.544968101291701
385 2 -8.548221592708575
386 1 -8.666969954668557
386 2 -9.264239311755857
387 1 -7.858697876108778
387 2 -9.729893229545665
388 1 -5.815629135960727
388 2 -9.934685727412976
389 1 -6.856284539939349
389 2 -10.205780233929518
390 1 -7.551139243828999
390 2 -9.873032823330252
391 1 -6.192051621566634
391 2 -9.646736384917608
392 1 -7.225331844902733
392 2 -8.547490194954609
393 1 -6.6083345256127854
393 2 -8.039802893285213
394 1 -7.152654238737885
394 2 -8.31435487268347
395 1 -6.8429828893651035
395 2 -10.582415351966445
396 1 -6.7906293996100455
396 2 -8.877922479446063
397 1 -4.515283743342684
397 2 -9.751402870688311
398 1 -7.248346576960736
398 2 -10.451959597609836
399 1 -8.083478187278873
399 2 -10.360087991959466
400 1 -7.940620812710122
400 2 -8.207878411302136
401 1 -5.751826011886262
401 2 -7.717660511975012
402 1 -5.8204032003416
402 2 -10.144069369779462
403 1 -6.775638091683533
403 2 -8.462970878395891
404 1 -7.209088025760655
404 2 -7.724625400859721
405 1 -6.9805697693455935
405 2 -8.634329106720282
406 1 -5.87653530610899
406 2 -9.3486793365557
407 1 -8.253697912424647
407 2 -9.308802288409883
408 1 -7.394775738568772
408 2 -9.724894082406358
409 1 -6.6786972567405885
409 2 -6.935369559271786
410 1 -5.741721967392903
410 2 -9.584380511716079
411 1 -6.730590090472612
411 2 -9.32052349850368
412 1 -6.711915622057833
412 2 -9.223745829561942
413 1 -5.2097287106632795
413 2 -9.465265443200437
414 1 -5.7218043746322715
414 2 -8.640341100173002
415 1 -8.30976113800496
415 2 -8.891410800081674
416 1 -6.037210916216712
416 2 -10.966896831120291
417 1 -6.504758419586356
417 2 -10.80204370865582
418 1 -4.3474900785689625
418 2 -9.039544350303663
419 1 -5.341447909472368
419 2 -7.954032192975203
420 1 -8.10817380169571
420 2 -9.823025141847012
421 1 -6.420422827594782
421 2 -10.271597387796085
422 1 -5.75957763550634
422 2 -9.817753239261062
423 1 -6.9211129746786995
423 2 -9.022855545083118
424 1 -7.379632915537232
424 2 -11.577196466806573
425 1 -7.1390229386126585
425 2 -9.241393115511636
426 1 -7.7246307899761595
426 2 -8.963643265803045
427 1 -6.554793519927544
427 2 -8.607475522666288
428 1 -6.5334525640151435
428 2 -10.308814345357586
429 1 -6.176488519904165
429 2 -8.298913264283685
430 1 -6.579631697319587
430 2 -8.981095221484528
431 1 -8.38973160645596
431 2 -8.565774832221965
432 1 -6.070163713232438
432 2 -8.593923325243868
433 1 -8.119414966031153
433 2 -9.955533683180455
434 1 -6.430019335852005
434 2 -10.130834252657674
435 1 -4.725521703506462
435 2 -9.558233840339865
436 1 -6.141947749369908
436 2 -9.155306875194327
437 1 -6.322559848868256
437 2 -8.866607305336231
438 1 -6.309493981172817
438 2 -10.683812742863502
439 1 -7.223826303385402
439 2 -8.376706314213152
440 1 -6.728780981192313
440 2 -9.421623234819778
441 1 -6.725900881565249
441 2 -8.975184919414552
442 1 -5.343014981869356
442 2 -10.606703711740078
443 1 -5.886601968763341
443 2 -10.663341063396889
444 1 -6.661547285500684
444 2 -10.296905302243145
445 1 -5.721451586361939
445 2 -9.112880413504802
446 1 -7.4525309296997975
446 2 -10.036851682707194
447 1 -5.230786153089099
447 2 -10.205133919553424
448 1 -6.559062368691173
448 2 -9.793747790703595
449 1 -8.781640416734815
449 2 -8.483308187689634
450 1 -6.469769589891896
450 2 -10.777702143783184
451 1 -5.698894515768174
451 2 -8.280596009891559
452 1 -5.3216619535237575
452 2 -9.512486736183758
453 1 -4.320813459012132
453 2 -10.29351509818512
454 1 -6.94701403742898
454 2 -10.65427374932505
455 1 -5.972103150015841
455 2 -9.373899054262896
456 1 -6.221029210940672
456 2 -10.203444120548427
457 1 -6.91114290920156
457 2 -9.013265304309341
458 1 -5.1847243815399615
458 2 -8.164182681226444
459 1 -6.251556862414333
459 2 -9.675393666862005
460 1 -6.600557084388651
460 2 -9.419845118502112
461 1 -7.741483402168703
461 2 -10.437432935334188
462 1 -5.952291145070014
462 2 -9.106339124407475
463 1 -5.9413268647023525
463 2 -7.951063764034066
464 1 -6.327354523786063
464 2 -9.894388436716111
465 1 -5.324883930618364
465 2 -10.182424945937186
466 1 -6.174872992891911
466 2 -8.891305043658551
467 1 -6.075033728095573
467 2 -8.634085684683408
468 1 -8.301491621161157
468 2 -9.253947785329673
469 1 -6.068882724288732
469 2 -7.0170179176710405
470 1 -5.64026067604286
470 2 -9.848748793054932
471 1 -7.443021539397822
471 2 -9.307130279166717
472 1 -7.233331629352174
472 2 -10.159579384770126
473 1 -6.158087171651999
473 2 -8.788044151838674
474 1 -8.288529063933764
474 2 -7.164635203192253
475 1 -4.763658081809096
475 2 -9.903880185002885
476 1 -3.472946832462031
476 2 -10.339832417397151
477 1 -7.7930388885019415
477 2 -12.21529975597982
478 1 -5.866470123165202
478 2 -10.033151582868156
479 1 -6.594264651586424
479 2 -10.966013304531618
480 1 -5.96817521911481
480 2 -9.596564999643201
481 1 -5.119756240665305
481 2 -8.87902296778737
482 1 -5.11605376156119
482 2 -6.799404156390204
483 1 -6.106002286217398
483 2 -8.990592668896749
484 1 -6.693294157794339
484 2 -9.022803855861826
485 1 -7.954876835606655
485 2 -8.023916691325251
486 1 -8.051115639430591
486 2 -8.10411805912602
487 1 -4.7216040256830585
487 2 -6.902198244708544
488 1 -5.096306444799915
488 2 -8.595534439900696
489 1 -6.28369952515463
489 2 -8.845323199944154
490 1 -7.514250202475418
490 2 -9.174494440229774
491 1 -6.614713845051664
491 2 -9.560369321292704
492 1 -8.07407664868124
492 2 -10.167421584578275
493 1 -6.523306508233573
493 2 -9.608889123437367
494 1 -7.296617724607432
494 2 -9.097935300423647
495 1 -5.068588210144324
495 2 -9.900392764090219
496 1 -5.482203158564679
496 2 -9.357550178324491
497 1 -7.936767800912044
497 2 -10.550340341301712
498 1 -5.162002251856453
498 2 -7.4346934488092415
499 1 -7.447658735017701
499 2 -8.955016580382159
500 1 -8.908925706897275
500 2 -10.537128948251675
501 1 -6.850864167204168
501 2 -9.591383975645318
502 1 -5.51908594088281
502 2 -8.34419600889594
503 1 -6.695804924384525
503 2 -8.683654482579502
504 1 -7.160627365698849
504 2 -8.420420932430044
505 1 -5.6992807324733095
505 2 -10.446328492309641
506 1 -5.312155950212406
506 2 -8.037728615352306
507 1 -7.039215310035026
507 2 -9.186474917299181
508 1 -6.688694720123571
508 2 -11.131347500386116
509 1 -7.355644871120689
509 2 -10.364774631894193
510 1 -6.012510971261682
510 2 -9.309532716676939
511 1 -6.516518956184102
511 2 -10.057819809578596
512 1 -6.866858069421289
512 2 -8.821366412186599
513 1 -6.043898665552323
513 2 -11.505947812254684
514 1 -7.416001098706568
514 2 -8.502465284020392
515 1 -6.3067588182607865
515 2 -8.478894217778661
516 1 -6.237018433520537
516 2 -10.216881429796604
517 1 -7.30760145174914
517 2 -10.039900111599273
518 1 -7.40086813791953
518 2 -9.629123259587754
519 1 -5.110845959224917
519 2 -10.089375817956673
520 1 -7.191830797746729
520 2 -9.310697675193271
521 1 -5.789133051162711
521 2 -8.796033845371404
522 1 -5.203910383280927
522 2 -9.498859935981168
523 1 -7.270742971372879
523 2 -10.182900065810896
524 1 -7.69308430350689
524 2 -7.237126940861817
525 1 -7.428120147717226
525 2 -9.877062450575531
526 1 -6.835211654508807
526 2 -9.297511466432148
527 1 -6.515402621247857
527 2 -7.838198497130523
528 1 -5.393901278668263
528 2 -9.341919165089081
529 1 -7.679187338369475
529 2 -8.065072602014784
530 1 -7.620281552309393
530 2 -9.51196947046559
531 1 -6.539754275751629
531 2 -9.703337532179267
532 1 -7.085182067240587
532 2 -9.495688041279626
