ID,type
297,edible
298,poisonous
299,edible
300,edible
301,edible
302,edible
303,edible
304,edible
305,edible
306,edible
307,edible
308,edible
309,edible
310,poisonous
311,edible
312,edible
313,edible
314,poisonous
315,edible
316,edible
317,edible
318,edible
319,edible
320,edible
321,edible
322,edible
323,edible
324,edible
325,edible
326,poisonous
327,edible
328,edible
329,poisonous
330,edible
331,edible
332,edible
333,edible
334,edible
335,edible
336,edible
337,edible
338,edible
339,edible
340,edible
341,edible
342,edible
343,edible
344,edible
345,edible
346,edible
347,edible
348,edible
349,edible
350,edible
351,edible
352,edible
353,edible
354,edible
355,edible
356,poisonous
357,edible
358,edible
359,edible
360,edible
361,edible
362,edible
363,edible
364,edible
365,edible
366,edible
367,edible
368,edible
369,edible
370,edible
371,edible
372,edible
373,edible
374,edible
375,edible
376,edible
377,edible
378,edible
379,poisonous
380,edible
381,edible
382,edible
383,edible
384,poisonous
385,edible
386,edible
387,edible
388,edible
389,edible
390,edible
391,edible
392,edible
393,edible
394,edible
395,edible
396,edible
397,edible
398,poisonous
399,edible
400,edible
401,poisonous
402,edible
403,edible
404,edible
405,edible
406,edible
407,edible
408,edible
409,edible
410,edible
411,edible
412,edible
413,poisonous
414,edible
415,edible
416,poisonous
417,edible
418,edible
419,edible
420,edible
421,poisonous
422,edible
423,edible
424,edible
425,edible
426,edible
427,edible
428,edible
429,edible
430,edible
431,edible
432,edible
433,edible
434,edible
435,edible
436,edible
437,edible
438,edible
439,edible
440,edible
441,edible
442,edible
443,edible
444,edible
445,edible
446,edible
447,edible
448,edible
449,edible
450,edible
451,edible
452,edible
453,edible
454,edible
455,edible
456,edible
457,edible
458,edible
459,edible
460,edible
461,edible
462,edible
463,edible
464,edible
465,edible
466,edible
467,edible
468,edible
469,edible
470,edible
471,edible
472,edible
473,edible
474,edible
475,edible
476,edible
477,edible
478,edible
479,edible
480,edible
481,edible
482,edible
483,edible
484,edible
485,edible
486,edible
487,edible
488,edible
489,edible
490,poisonous
491,poisonous
492,edible
493,edible
494,edible
495,edible
496,edible
497,edible
498,edible
499,edible
500,edible
501,edible
502,edible
503,edible
504,poisonous
505,edible
506,edible
507,edible
508,edible
509,edible
510,edible
511,edible
512,edible
513,edible
514,edible
515,edible
516,edible
517,edible
518,edible
519,edible
520,edible
521,edible
522,poisonous
523,edible
524,edible
525,edible
526,edible
527,edible
528,edible
529,edible
530,edible
531,poisonous
532,edible
533,poisonous
534,edible
535,edible
536,edible
537,edible
538,edible
539,edible
540,edible
541,poisonous
542,edible
543,edible
544,edible
545,edible
546,edible
547,edible
548,edible
549,edible
550,edible
551,edible
552,edible
553,edible
554,edible
555,poisonous
556,edible
557,edible
558,edible
559,edible
560,edible
561,edible
562,edible
563,edible
564,poisonous
565,edible
566,edible
567,poisonous
568,edible
569,edible
570,edible
571,edible
572,edible
573,edible
574,edible
575,edible
576,edible
577,edible
578,poisonous
579,edible
580,edible
581,edible
582,edible
583,edible
584,edible
585,edible
586,edible
587,edible
588,edible
589,poisonous
590,edible
591,edible
592,poisonous
593,edible
594,poisonous
595,edible
596,edible
597,poisonous
598,poisonous
599,edible
600,edible
601,edible
602,edible
603,edible
604,edible
605,edible
606,edible
607,edible
608,edible
609,edible
610,edible
611,edible
612,poisonous
613,edible
614,edible
615,edible
616,edible
617,edible
618,edible
619,edible
620,edible
621,edible
622,edible
623,edible
624,edible
625,edible
626,edible
627,edible
628,edible
629,edible
630,edible
631,edible
632,edible
633,edible
634,edible
635,edible
636,edible
637,edible
638,edible
639,edible
640,edible
641,edible
642,edible
643,edible
644,edible
645,edible
646,edible
647,edible
648,edible
649,edible
650,edible
651,edible
652,poisonous
653,poisonous
654,edible
655,edible
656,edible
657,edible
658,edible
659,edible
660,edible
661,poisonous
662,poisonous
663,edible
664,edible
665,edible
666,edible
667,edible
668,edible
669,edible
670,edible
671,edible
672,edible
673,edible
674,edible
675,edible
676,edible
677,edible
678,edible
679,edible
680,edible
681,edible
682,edible
683,edible
684,edible
685,edible
686,edible
687,edible
688,edible
689,edible
690,edible
691,edible
692,edible
693,poisonous
694,edible
695,edible
696,poisonous
697,poisonous
698,edible
699,poisonous
700,edible
701,edible
702,edible
703,edible
704,edible
705,edible
706,edible
707,edible
708,edible
709,edible
710,edible
711,edible
712,edible
713,edible
714,edible
715,edible
716,edible
717,edible
718,edible
719,edible
720,edible
721,edible
722,edible
723,edible
724,poisonous
725,edible
726,edible
727,edible
728,edible
729,edible
730,edible
731,poisonous
732,poisonous
733,edible
734,edible
735,edible
736,poisonous
737,edible
738,edible
739,edible
740,edible
741,edible
742,edible
743,edible
744,edible
745,edible
746,edible
747,poisonous
748,edible
749,edible
750,edible
751,edible
752,edible
753,edible
754,edible
755,edible
756,edible
757,edible
758,edible
759,edible
760,edible
761,edible
762,edible
763,edible
764,edible
765,edible
766,edible
767,edible
768,edible
769,edible
770,edible
771,edible
772,edible
773,edible
774,edible
775,poisonous
776,edible
777,edible
778,edible
779,edible
780,edible
781,edible
782,edible
783,edible
784,poisonous
785,edible
786,edible
787,poisonous
788,edible
789,edible
790,edible
791,edible
792,edible
793,poisonous
794,poisonous
795,edible
796,edible
797,poisonous
798,edible
799,edible
800,edible
801,poisonous
802,edible
803,edible
804,edible
805,edible
806,edible
807,edible
808,edible
809,edible
810,edible
811,poisonous
812,poisonous
813,poisonous
814,edible
815,edible
816,edible
817,edible
818,edible
819,edible
820,edible
821,edible
822,edible
823,edible
824,edible
825,edible
826,edible
827,edible
828,edible
829,edible
830,edible
831,edible
832,edible
833,edible
834,poisonous
835,edible
836,poisonous
837,edible
838,edible
839,edible
840,poisonous
841,edible
842,edible
843,edible
844,edible
845,edible
846,edible
847,edible
848,edible
849,edible
850,edible
851,edible
852,edible
853,edible
854,edible
855,edible
856,edible
857,edible
858,poisonous
859,edible
860,edible
861,edible
862,edible
863,edible
864,edible
865,edible
866,edible
867,edible
868,edible
869,edible
870,edible
871,edible
872,edible
873,edible
874,edible
875,edible
876,edible
877,edible
878,edible
879,edible
880,edible
881,edible
882,edible
883,edible
884,edible
885,edible
886,edible
887,edible
888,edible
889,edible
890,edible
891,edible
892,edible
893,edible
894,edible
895,edible
896,edible
897,edible
898,edible
899,edible
900,edible
901,edible
902,edible
903,edible
904,edible
905,poisonous
906,edible
907,poisonous
908,poisonous
909,edible
910,edible
911,edible
912,edible
913,edible
914,edible
915,edible
916,edible
917,edible
918,edible
919,edible
920,edible
921,edible
922,edible
923,edible
924,edible
925,edible
926,poisonous
927,edible
928,edible
929,edible
930,edible
931,poisonous
932,edible
933,edible
934,edible
935,edible
936,edible
937,edible
938,edible
939,edible
940,edible
941,poisonous
942,edible
943,edible
944,edible
945,edible
946,edible
947,edible
948,poisonous
949,poisonous
950,edible
951,edible
952,edible
953,edible
954,edible
955,poisonous
956,edible
957,edible
958,edible
959,edible
960,edible
961,edible
962,edible
963,edible
964,edible
965,poisonous
966,edible
967,edible
968,edible
969,edible
970,edible
971,edible
972,edible
973,edible
974,edible
975,edible
976,edible
977,edible
978,edible
979,edible
980,edible
981,edible
982,edible
983,poisonous
984,edible
985,edible
986,edible
987,edible
988,edible
989,edible
990,edible
991,edible
992,edible
993,edible
994,edible
995,edible
996,edible
997,edible
998,poisonous
999,edible
1000,edible
1001,edible
1002,poisonous
1003,edible
1004,edible
1005,edible
1006,edible
1007,edible
1008,edible
1009,edible
1010,edible
1011,edible
1012,edible
1013,edible
1014,edible
1015,edible
1016,edible
1017,poisonous
1018,edible
1019,edible
1020,edible
1021,edible
1022,edible
1023,poisonous
1024,poisonous
1025,edible
1026,edible
1027,edible
1028,edible
1029,edible
1030,poisonous
1031,edible
1032,edible
1033,edible
1034,edible
1035,edible
1036,edible
1037,edible
1038,poisonous
1039,edible
1040,edible
1041,edible
1042,edible
1043,edible
1044,edible
1045,edible
1046,poisonous
1047,edible
1048,edible
1049,edible
1050,edible
1051,edible
1052,edible
1053,edible
1054,edible
1055,edible
1056,edible
1057,edible
1058,edible
1059,edible
1060,edible
1061,edible
1062,edible
1063,poisonous
1064,edible
1065,edible
1066,edible
1067,edible
1068,edible
1069,edible
1070,poisonous
1071,edible
1072,edible
1073,edible
1074,edible
1075,edible
1076,poisonous
1077,edible
1078,edible
1079,edible
1080,poisonous
1081,edible
1082,edible
1083,edible
1084,edible
1085,edible
1086,edible
1087,poisonous
1088,edible
1089,edible
1090,edible
1091,edible
1092,edible
1093,edible
1094,poisonous
1095,edible
1096,edible
1097,edible
1098,poisonous
1099,edible
1100,edible
1101,edible
1102,poisonous
1103,edible
1104,edible
1105,poisonous
1106,edible
1107,edible
1108,edible
1109,edible
1110,poisonous
1111,edible
1112,edible
1113,edible
1114,edible
1115,edible
1116,edible
1117,edible
1118,edible
1119,edible
1120,edible
1121,edible
1122,edible
1123,edible
1124,edible
1125,edible
1126,edible
1127,edible
1128,edible
1129,poisonous
1130,edible
1131,poisonous
1132,edible
1133,edible
1134,edible
1135,edible
1136,edible
1137,edible
1138,edible
1139,edible
1140,edible
1141,edible
1142,edible
1143,edible
1144,edible
1145,edible
1146,edible
1147,edible
1148,edible
1149,edible
1150,edible
1151,poisonous
1152,edible
1153,poisonous
1154,edible
1155,edible
1156,edible
1157,edible
1158,edible
1159,edible
1160,edible
1161,edible
1162,edible
1163,edible
1164,edible
1165,poisonous
1166,edible
1167,edible
1168,edible
1169,edible
1170,edible
1171,edible
1172,edible
1173,edible
1174,edible
1175,edible
1176,edible
1177,edible
1178,edible
1179,edible
1180,edible
1181,edible
1182,edible
1183,edible
1184,edible
1185,edible
1186,poisonous
1187,edible
1188,edible
1189,edible
1190,edible
1191,edible
1192,edible
1193,edible
1194,poisonous
1195,edible
1196,edible
1197,edible
1198,edible
1199,edible
1200,edible
1201,edible
1202,edible
1203,poisonous
1204,edible
1205,edible
1206,poisonous
1207,edible
1208,edible
1209,edible
1210,edible
1211,edible
1212,edible
1213,edible
1214,poisonous
1215,edible
1216,edible
1217,edible
1218,edible
1219,edible
1220,edible
1221,edible
1222,edible
1223,edible
1224,edible
1225,edible
1226,edible
1227,poisonous
1228,edible
1229,edible
1230,poisonous
1231,edible
1232,edible
1233,edible
1234,edible
1235,edible
1236,edible
1237,edible
1238,edible
1239,poisonous
1240,edible
1241,poisonous
1242,poisonous
1243,edible
1244,edible
1245,edible
1246,edible
1247,edible
1248,edible
1249,edible
1250,edible
1251,edible
1252,poisonous
1253,poisonous
1254,edible
1255,poisonous
1256,edible
1257,edible
1258,poisonous
1259,poisonous
1260,poisonous
1261,poisonous
1262,edible
1263,edible
1264,edible
1265,edible
1266,poisonous
1267,edible
1268,edible
1269,edible
1270,edible
1271,poisonous
1272,edible
1273,edible
1274,poisonous
1275,edible
1276,edible
1277,edible
1278,edible
1279,edible
1280,edible
1281,edible
1282,edible
1283,edible
1284,edible
1285,poisonous
1286,edible
1287,edible
1288,edible
1289,edible
1290,edible
1291,edible
1292,poisonous
1293,poisonous
1294,edible
1295,edible
1296,edible
1297,edible
1298,edible
1299,edible
1300,edible
1301,edible
1302,edible
1303,edible
1304,edible
1305,edible
1306,edible
1307,edible
1308,edible
1309,edible
1310,edible
1311,poisonous
1312,edible
1313,edible
1314,edible
1315,edible
1316,edible
1317,edible
1318,edible
1319,edible
1320,poisonous
1321,edible
1322,poisonous
1323,edible
1324,edible
1325,edible
1326,edible
1327,edible
1328,edible
1329,edible
1330,edible
1331,poisonous
1332,edible
1333,edible
1334,edible
1335,edible
1336,edible
1337,edible
1338,edible
1339,edible
1340,edible
1341,poisonous
1342,edible
1343,edible
1344,edible
1345,poisonous
1346,edible
1347,edible
1348,edible
1349,edible
1350,edible
1351,edible
1352,edible
1353,edible
1354,edible
1355,edible
1356,edible
1357,edible
1358,edible
1359,edible
1360,poisonous
1361,edible
1362,edible
1363,edible
1364,edible
1365,edible
1366,edible
1367,edible
1368,edible
1369,edible
1370,edible
1371,edible
1372,edible
1373,poisonous
1374,poisonous
1375,edible
1376,edible
1377,poisonous
1378,edible
1379,poisonous
1380,edible
1381,poisonous
1382,edible
1383,edible
1384,edible
1385,edible
1386,edible
1387,edible
1388,edible
1389,edible
1390,edible
1391,edible
1392,edible
1393,edible
1394,edible
1395,edible
1396,edible
1397,edible
1398,poisonous
1399,edible
1400,edible
1401,edible
1402,edible
1403,edible
1404,poisonous
1405,edible
1406,edible
1407,edible
1408,edible
1409,edible
1410,edible
1411,edible
1412,edible
1413,edible
1414,edible
1415,edible
1416,edible
1417,edible
1418,edible
1419,poisonous
1420,edible
1421,edible
1422,edible
1423,edible
1424,edible
1425,edible
1426,edible
1427,edible
1428,poisonous
1429,edible
1430,edible
1431,poisonous
1432,poisonous
1433,poisonous
1434,edible
1435,edible
1436,poisonous
1437,edible
1438,edible
1439,edible
1440,edible
1441,edible
1442,edible
1443,poisonous
1444,poisonous
1445,edible
1446,edible
1447,edible
1448,edible
1449,edible
1450,poisonous
1451,edible
1452,poisonous
1453,edible
1454,edible
1455,edible
1456,edible
1457,edible
1458,poisonous
1459,edible
1460,edible
1461,edible
1462,edible
1463,edible
1464,edible
1465,edible
1466,edible
1467,edible
1468,edible
1469,edible
1470,edible
1471,poisonous
1472,edible
1473,edible
1474,edible
1475,edible
1476,edible
1477,poisonous
1478,edible
1479,edible
1480,edible
1481,edible
1482,edible
1483,edible
1484,poisonous
1485,edible
1486,edible
1487,edible
1488,poisonous
1489,edible
1490,poisonous
1491,edible
1492,edible
1493,edible
1494,edible
1495,edible
1496,edible
1497,edible
1498,edible
1499,edible
1500,edible
1501,edible
1502,edible
1503,edible
1504,edible
1505,poisonous
1506,edible
1507,edible
1508,edible
1509,edible
1510,edible
1511,edible
1512,edible
1513,edible
1514,edible
1515,edible
1516,edible
1517,edible
1518,edible
1519,edible
1520,edible
1521,edible
1522,edible
1523,edible
1524,edible
1525,edible
1526,edible
1527,edible
1528,edible
1529,poisonous
1530,edible
1531,poisonous
1532,edible
1533,edible
1534,poisonous
1535,edible
1536,poisonous
1537,edible
1538,edible
1539,poisonous
1540,edible
1541,edible
1542,edible
1543,edible
1544,edible
1545,poisonous
1546,edible
1547,edible
1548,edible
1549,edible
1550,edible
1551,edible
1552,edible
1553,edible
1554,poisonous
1555,edible
1556,edible
1557,edible
1558,edible
1559,edible
1560,edible
1561,edible
1562,edible
1563,edible
1564,edible
1565,poisonous
1566,edible
1567,poisonous
1568,edible
1569,edible
1570,edible
1571,edible
1572,edible
1573,edible
1574,edible
1575,edible
1576,poisonous
1577,edible
1578,poisonous
1579,edible
1580,edible
1581,edible
1582,poisonous
1583,edible
1584,poisonous
1585,edible
1586,edible
1587,edible
1588,edible
1589,edible
1590,edible
1591,edible
1592,edible
1593,edible
1594,edible
1595,edible
1596,edible
1597,edible
1598,edible
1599,edible
1600,edible
1601,edible
1602,edible
1603,edible
1604,edible
1605,edible
1606,edible
1607,edible
1608,edible
1609,edible
1610,edible
1611,edible
1612,poisonous
1613,poisonous
1614,edible
1615,edible
1616,edible
1617,edible
1618,edible
1619,edible
1620,edible
1621,edible
1622,edible
1623,edible
1624,poisonous
1625,edible
1626,edible
1627,poisonous
1628,poisonous
1629,poisonous
1630,edible
1631,edible
1632,edible
1633,edible
1634,edible
1635,poisonous
1636,poisonous
1637,edible
1638,edible
1639,edible
1640,edible
1641,edible
1642,edible
1643,edible
1644,edible
1645,edible
1646,edible
1647,edible
1648,edible
1649,edible
1650,edible
1651,edible
1652,edible
1653,edible
1654,edible
1655,edible
1656,edible
1657,edible
1658,edible
1659,edible
1660,edible
1661,edible
1662,edible
1663,edible
1664,poisonous
1665,edible
1666,poisonous
1667,edible
1668,poisonous
1669,edible
1670,edible
1671,edible
1672,edible
1673,edible
1674,edible
1675,edible
1676,edible
1677,edible
1678,edible
1679,edible
1680,edible
1681,edible
1682,poisonous
1683,edible
1684,edible
1685,edible
1686,edible
1687,edible
1688,edible
1689,edible
1690,edible
1691,edible
1692,edible
1693,edible
1694,edible
1695,edible
1696,edible
1697,edible
1698,edible
1699,edible
1700,edible
1701,edible
1702,poisonous
1703,edible
1704,edible
1705,edible
1706,poisonous
1707,edible
1708,edible
1709,edible
1710,edible
1711,edible
1712,edible
1713,edible
1714,edible
1715,edible
1716,edible
1717,edible
1718,edible
1719,edible
1720,edible
1721,edible
1722,edible
1723,edible
1724,poisonous
1725,edible
1726,edible
1727,edible
1728,edible
1729,edible
1730,poisonous
1731,edible
1732,edible
1733,poisonous
1734,edible
1735,edible
1736,edible
1737,edible
1738,poisonous
1739,edible
1740,edible
1741,edible
1742,edible
1743,edible
1744,poisonous
1745,edible
1746,edible
1747,poisonous
1748,edible
1749,edible
1750,edible
1751,edible
1752,edible
1753,poisonous
1754,edible
1755,edible
1756,edible
1757,edible
1758,edible
1759,edible
1760,edible
1761,edible
1762,edible
1763,edible
1764,poisonous
1765,edible
1766,edible
1767,edible
1768,edible
1769,edible
1770,edible
1771,edible
1772,edible
1773,edible
1774,edible
1775,edible
1776,poisonous
1777,poisonous
1778,edible
1779,edible
1780,edible
1781,edible
1782,poisonous
1783,edible
1784,edible
1785,poisonous
1786,edible
1787,edible
1788,edible
1789,poisonous
1790,edible
1791,edible
1792,edible
1793,edible
1794,poisonous
1795,edible
1796,edible
1797,poisonous
1798,edible
1799,edible
1800,edible
1801,edible
1802,edible
1803,edible
1804,edible
1805,edible
1806,edible
1807,edible
1808,edible
1809,poisonous
1810,edible
1811,poisonous
1812,edible
1813,edible
1814,edible
1815,poisonous
1816,edible
1817,edible
1818,edible
1819,edible
1820,edible
1821,poisonous
1822,edible
1823,edible
1824,edible
1825,edible
1826,edible
1827,edible
1828,edible
1829,edible
1830,edible
1831,edible
1832,edible
1833,edible
1834,edible
1835,edible
1836,edible
1837,edible
1838,edible
1839,edible
1840,edible
1841,edible
1842,poisonous
1843,edible
1844,edible
1845,edible
1846,edible
1847,edible
1848,edible
1849,edible
1850,edible
1851,edible
1852,edible
1853,edible
1854,edible
1855,edible
1856,edible
1857,poisonous
1858,edible
1859,edible
1860,edible
1861,edible
1862,edible
1863,edible
1864,edible
1865,edible
1866,edible
1867,edible
1868,edible
1869,edible
1870,edible
1871,edible
1872,edible
1873,edible
1874,edible
1875,edible
1876,edible
1877,edible
1878,edible
1879,edible
1880,edible
1881,edible
1882,edible
1883,edible
1884,edible
1885,edible
1886,poisonous
1887,edible
1888,edible
1889,edible
1890,edible
1891,edible
1892,edible
1893,edible
1894,edible
1895,edible
1896,edible
1897,edible
1898,edible
1899,edible
1900,edible
1901,edible
1902,edible
1903,edible
1904,edible
1905,edible
1906,edible
1907,edible
1908,edible
1909,edible
1910,edible
1911,edible
1912,edible
1913,edible
1914,edible
1915,poisonous
1916,edible
1917,edible
1918,edible
1919,edible
1920,edible
1921,edible
1922,edible
1923,edible
1924,edible
1925,edible
1926,edible
1927,edible
1928,edible
1929,poisonous
1930,edible
1931,edible
1932,edible
1933,edible
1934,edible
1935,edible
1936,edible
1937,edible
1938,edible
1939,edible
1940,edible
1941,edible
1942,edible
1943,edible
1944,poisonous
1945,edible
1946,edible
1947,edible
1948,edible
1949,edible
1950,edible
1951,edible
1952,edible
1953,edible
1954,poisonous
1955,edible
1956,edible
1957,edible
1958,poisonous
1959,edible
1960,edible
1961,edible
1962,edible
1963,edible
1964,edible
1965,edible
1966,edible
1967,edible
1968,edible
1969,edible
1970,edible
1971,poisonous
1972,edible
1973,edible
1974,poisonous
1975,edible
1976,edible
1977,edible
1978,edible
1979,edible
1980,edible
1981,edible
1982,edible
1983,edible
1984,edible
1985,edible
1986,poisonous
1987,edible
1988,poisonous
1989,poisonous
1990,edible
1991,edible
1992,edible
1993,edible
1994,edible
1995,edible
1996,edible
1997,edible
1998,edible
1999,edible
2000,edible
2001,edible
2002,edible
2003,poisonous
2004,edible
2005,poisonous
2006,edible
2007,edible
2008,poisonous
2009,edible
2010,edible
2011,edible
2012,edible
2013,edible
2014,edible
2015,edible
2016,edible
2017,edible
2018,edible
2019,edible
2020,edible
2021,edible
2022,edible
2023,edible
2024,edible
2025,edible
2026,edible
2027,edible
2028,edible
2029,edible
2030,edible
2031,edible
2032,edible
2033,edible
2034,edible
2035,edible
2036,edible
2037,edible
2038,edible
2039,edible
2040,edible
2041,edible
2042,edible
2043,edible
2044,edible
2045,edible
2046,edible
2047,edible
2048,edible
2049,edible
2050,edible
2051,edible
2052,edible
2053,edible
2054,edible
2055,edible
2056,edible
2057,edible
2058,edible
2059,edible
2060,poisonous
2061,edible
2062,edible
2063,edible
2064,edible
2065,edible
2066,poisonous
2067,edible
2068,edible
2069,edible
2070,edible
2071,edible
2072,edible
2073,poisonous
2074,edible
2075,edible
2076,edible
2077,edible
2078,edible
2079,edible
2080,edible
2081,edible
2082,edible
2083,edible
2084,edible
2085,edible
2086,edible
2087,edible
2088,poisonous
2089,edible
2090,edible
2091,edible
2092,edible
2093,edible
2094,edible
2095,edible
2096,edible
2097,poisonous
2098,edible
2099,edible
2100,edible
2101,edible
2102,edible
2103,edible
2104,edible
2105,edible
2106,edible
2107,edible
2108,edible
2109,edible
2110,edible
2111,poisonous
2112,edible
2113,edible
2114,edible
2115,edible
2116,edible
2117,edible
2118,edible
2119,edible
2120,edible
2121,edible
2122,edible
2123,edible
2124,edible
2125,edible
2126,edible
2127,poisonous
2128,poisonous
2129,edible
2130,edible
2131,edible
2132,edible
2133,edible
2134,edible
2135,edible
2136,edible
2137,edible
2138,edible
2139,edible
2140,edible
2141,edible
2142,edible
2143,edible
2144,edible
2145,edible
2146,poisonous
2147,edible
2148,poisonous
2149,edible
2150,edible
2151,edible
2152,edible
2153,edible
2154,edible
2155,edible
2156,edible
2157,edible
2158,edible
2159,edible
2160,edible
2161,edible
2162,edible
2163,edible
2164,edible
2165,edible
2166,edible
2167,edible
2168,edible
2169,edible
2170,edible
2171,edible
2172,edible
2173,edible
2174,edible
2175,edible
2176,edible
2177,poisonous
2178,edible
2179,edible
2180,edible
2181,edible
2182,edible
2183,edible
2184,edible
2185,edible
2186,edible
2187,edible
2188,edible
2189,edible
2190,edible
2191,edible
2192,edible
2193,edible
2194,edible
2195,edible
2196,edible
2197,edible
2198,edible
2199,edible
2200,edible
2201,edible
2202,edible
2203,edible
2204,edible
2205,edible
2206,edible
2207,edible
2208,edible
2209,poisonous
2210,edible
2211,edible
2212,edible
2213,edible
2214,edible
2215,edible
2216,edible
2217,edible
2218,edible
2219,edible
2220,edible
2221,edible
2222,edible
2223,edible
2224,edible
2225,edible
2226,edible
2227,edible
2228,edible
2229,edible
2230,edible
2231,edible
2232,edible
2233,edible
2234,edible
2235,edible
2236,edible
2237,poisonous
2238,edible
2239,edible
2240,poisonous
2241,edible
2242,edible
2243,edible
2244,edible
2245,edible
2246,edible
2247,edible
2248,edible
2249,edible
2250,edible
2251,edible
2252,edible
2253,edible
2254,edible
2255,edible
2256,edible
2257,edible
2258,edible
2259,edible
2260,edible
2261,edible
2262,edible
2263,edible
2264,edible
2265,edible
2266,edible
2267,edible
2268,edible
2269,edible
2270,edible
2271,edible
2272,edible
2273,edible
2274,edible
2275,edible
2276,edible
2277,edible
2278,edible
2279,edible
2280,edible
2281,edible
2282,edible
2283,edible
2284,poisonous
2285,edible
2286,edible
2287,poisonous
2288,edible
2289,edible
2290,edible
2291,edible
2292,edible
2293,edible
2294,edible
2295,edible
2296,edible
2297,edible
2298,edible
2299,edible
2300,edible
2301,edible
2302,edible
2303,edible
2304,edible
2305,edible
2306,edible
2307,edible
2308,edible
2309,edible
2310,edible
2311,edible
2312,edible
2313,edible
2314,edible
2315,edible
2316,edible
2317,edible
2318,edible
2319,edible
2320,edible
2321,edible
2322,edible
2323,edible
2324,edible
2325,edible
2326,edible
2327,edible
2328,edible
2329,edible
2330,edible
2331,edible
2332,edible
2333,edible
2334,edible
2335,edible
2336,edible
2337,edible
2338,edible
2339,edible
2340,edible
2341,edible
2342,edible
2343,edible
2344,edible
2345,edible
2346,edible
2347,edible
2348,edible
2349,edible
2350,poisonous
2351,edible
2352,edible
2353,edible
2354,edible
2355,edible
2356,edible
2357,edible
2358,edible
2359,edible
2360,edible
2361,edible
2362,edible
2363,edible
2364,edible
2365,edible
2366,edible
2367,edible
2368,edible
2369,edible
2370,edible
2371,edible
2372,edible
2373,edible
2374,poisonous
2375,edible
2376,edible
2377,edible
2378,edible
2379,edible
2380,edible
2381,edible
2382,edible
2383,edible
2384,poisonous
2385,edible
2386,edible
2387,poisonous
2388,edible
2389,edible
2390,edible
2391,edible
2392,edible
2393,edible
2394,edible
2395,edible
2396,edible
2397,edible
2398,edible
2399,poisonous
2400,edible
2401,edible
2402,edible
2403,edible
2404,edible
2405,edible
2406,edible
2407,edible
2408,edible
2409,edible
2410,edible
